receta_uuid,receta_titulo,receta_url,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,cantidad_min,cantidad_max,unidad,ingrediente_nombre,tcac_alimento_codigo,tcac_alimento_nombre,match_method,match_score,cantidad_gramos_est
2de17157-afb0-42c0-9a5f-d828fc075469,,https://www.recetas.com/peras-al-horno-con-crumble-de-avena.html,1,4 peras Abate 60 gr. de copos de avena 60 gr. de nueces sin cáscara 40 gr. de chocolate blanco picado 100 gr. de mantequilla 60 gr. de azúcar morena Canela en polvo Jugo de 1 limón 16 frambuesas Miel fluida,4,4,,,,peras Abate 60 gr. de copos de avena 60 gr. de nueces sin cáscara 40 gr. de chocolate blanco picado 100 gr. de mantequilla 60 gr. de azúcar morena Canela en polvo Jugo de 1 limón 16 frambuesas Miel fluida,,,,,
fab3af34-4054-4c62-8020-09e2037be6dc,,https://www.recetas.com/asado-de-cerdo-con-pure-de-zanahorias-y-jengibre.html,1,900 gr. de bondiola de cerdo 600 gr. de zanahorias 2 manzanas Golden 1 diente de ajo Jengibre fresco rallado Romero Laurel Bayas de enebro Vino blanco seco Aceite de oliva v. e. Sal,900,900,,,gr.,bondiola de cerdo 600 gr. de zanahorias 2 manzanas Golden 1 diente de ajo Jengibre fresco rallado Romero Laurel Bayas de enebro Vino blanco seco Aceite de oliva v. e. Sal,,,,,
8b0fbe0e-ffdc-48a2-a98b-9ac0a07880ae,,https://www.recetas.com/focaccia-con-verduras-y-quesos.html,1,500 gr. de harina 280 gr. de queso de oveja Sal 200 gr. de calabacines 120 gr. de ricotta 100 gr. de tomates cherry Aceite de oliva v. e. Sal,500,500,,,gr.,harina 280 gr. de queso de oveja Sal 200 gr. de calabacines 120 gr. de ricotta 100 gr. de tomates cherry Aceite de oliva v. e. Sal,,,,,
7e44f9bd-3f80-44e4-af22-3acd8b30f1d2,,https://www.recetas.com/ensalada-mixta-de-primavera.html,1,200 gr. de lechuga rizada 1 hinojo 1 manojo de rabanitos Brotes de mostaza 2 huevos duros Mostaza Aceite de oliva v.e. Vinagre Sal,200,200,,,gr.,lechuga rizada 1 hinojo 1 manojo de rabanitos Brotes de mostaza 2 huevos duros Mostaza Aceite de oliva v.e. Vinagre Sal,,,,,
ebc9fee5-9989-498f-be9c-b7bec89b022f,,https://www.recetas.com/calabaza-gratinada-hr3.html,1,800 gr. de calabaza 80 gr. de queso parmesano rallado Ajo en polvo Romero Aceite de oliva virgen extra al gusto Sal al gusto Pimienta al gusto,800,800,,,gr.,calabaza 80 gr. de queso parmesano rallado Ajo en polvo Romero Aceite de oliva virgen extra al gusto Sal al gusto Pimienta al gusto,,,,,
d682c440-2e2f-4262-85d8-907b602cb0aa,,https://www.recetas.com/pasta-a-la-cubana.html,1,400 gr. de pasta fresca corta 300 gr. de tomates 200 ml de nata 1 pimiento 1/2 vaso de ron 1 chalota Sal Aceite EVO Albahaca o perejil picados,400,400,,,gr.,pasta fresca corta 300 gr. de tomates 200 ml de nata 1 pimiento 1/2 vaso de ron 1 chalota Sal Aceite EVO Albahaca o perejil picados,,,,,
63717135-6a52-4cd4-a6f0-5362b44b1bc2,,https://www.recetas.com/bocaditos-de-pollo-con-aceitunas.html,1,800 gr. de pollo (1 pechuga y 2 muslos) 200 gr. de aceitunas negras 1 limón 1 vaso de vino blanco seco 1 vaso de caldo de verduras Chile fresco Aceite de oliva v. e. Flores de hinojo silvestre,800,800,,,gr.,pollo (1 pechuga y 2 muslos) 200 gr. de aceitunas negras 1 limón 1 vaso de vino blanco seco 1 vaso de caldo de verduras Chile fresco Aceite de oliva v. e. Flores de hinojo silvestre,,,,,
41bd22c1-c7e8-44f1-b75e-038776e8b8b1,,https://www.recetas.com/albondigas-diferentes.html,1,400 gr. de carne de ternera picada 50 gr. de miga de pan 15 gr. de hongos secos 2 huevos 1 manojo de rúcula Queso rallado Harina Leche Perejil Mejorana Ajo Sal Pimienta,400,400,,,gr.,carne de ternera picada 50 gr. de miga de pan 15 gr. de hongos secos 2 huevos 1 manojo de rúcula Queso rallado Harina Leche Perejil Mejorana Ajo Sal Pimienta,,,,,
4a293cef-031e-4d4d-86ae-223a952b938a,,https://www.recetas.com/bacalao-con-aceitunas-y-coles-de-bruselas.html,1,8 trozos de merluza fresca sin piel 600 gr. de coles de Bruselas 100 gr. de aceitunas negras 80 gr. de cebolla Ajo Aceite de oliva Sal Pimienta,8,8,,,,trozos de merluza fresca sin piel 600 gr. de coles de Bruselas 100 gr. de aceitunas negras 80 gr. de cebolla Ajo Aceite de oliva Sal Pimienta,,,,,
565c6cf7-b7a9-4ea7-a8c4-53542f1c36a5,,https://www.recetas.com/pastel-tres-chocolates.html,1,Para la mousse de chocolate blanco: 125 gr. de chocolate blanco 125 gr. de nata fresca más un poco de 1 gr. de gelatina comestible en láminas 1 yema Para la mousse de chocolate con leche: 125 gr. de chocolate con leche 125 gr. de nata fresca 1 gr. de gelatina comestible en láminas 1 yema Para la mousse de chocolate oscuro: 125 gr. de chocolate negro al 72% 125 gr. de nata fresca 1 gr. de gelatina comestible en láminas 1 yema Para la marquise: 300 gr. de azúcar glas 200 gr. de claras de huevo 100 gr. de yemas de huevo 90 gr. de cacao amargo 30 gr. de almidón de patata Azúcar granulada,,,,,,Para la mousse de chocolate blanco: 125 gr. de chocolate blanco 125 gr. de nata fresca más un poco de 1 gr. de gelatina comestible en láminas 1 yema Para la mousse de chocolate con leche: 125 gr. de chocolate con leche 125 gr. de nata fresca 1 gr. de gelatina comestible en láminas 1 yema Para la mousse de chocolate oscuro: 125 gr. de chocolate negro al 72% 125 gr. de nata fresca 1 gr. de gelatina comestible en láminas 1 yema Para la marquise: 300 gr. de azúcar glas 200 gr. de claras de huevo 100 gr. de yemas de huevo 90 gr. de cacao amargo 30 gr. de almidón de patata Azúcar granulada,,,,,
d2309e23-d1cd-4a4d-ab5d-79b6fa3910bc,,https://www.recetas.com/muffins-de-coco-lyu.html,1,350 gr. de harina 125 gr. de harina de coco 200 gr. de azucar 250 ml de leche 2 huevos 80 gr. de mantequilla 1/2 pote de yogur blanco 1 cdta. de polvo de hornear 2 cdtas. de cacao sin azúcar Leche al gusto,350,350,,,gr.,harina 125 gr. de harina de coco 200 gr. de azucar 250 ml de leche 2 huevos 80 gr. de mantequilla 1/2 pote de yogur blanco 1 cdta. de polvo de hornear 2 cdtas. de cacao sin azúcar Leche al gusto,,,,,
40662898-43f9-4a36-8b73-bdd10c70a966,,https://www.recetas.com/rosti-de-calabacin.html,1,600 gr. de calabacín 1 huevo grande 30 gr. de harina 30 gr. de queso parmesano rallado 1 cda. de perejil picado Sal Pimienta Aceite de oliva virgen extra,600,600,,,gr.,calabacín 1 huevo grande 30 gr. de harina 30 gr. de queso parmesano rallado 1 cda. de perejil picado Sal Pimienta Aceite de oliva virgen extra,,,,,
19b4c393-c343-44c9-bec7-444a74be1c04,,https://www.recetas.com/galletas-red-velvet.html,1,200 gr. de harina 20 gr. de cacao amargo 110 gr. de mantequilla 150 gr. de azúcar de caña 50 gr. de azúcar granulada 1 huevo 2 cdas. de leche 50 gr. de chispas de chocolate blanco 1 cdta. de polvo de hornear 1 cdta. de colorante comestible en gel rojo,200,200,,,gr.,harina 20 gr. de cacao amargo 110 gr. de mantequilla 150 gr. de azúcar de caña 50 gr. de azúcar granulada 1 huevo 2 cdas. de leche 50 gr. de chispas de chocolate blanco 1 cdta. de polvo de hornear 1 cdta. de colorante comestible en gel rojo,,,,,
b5678eb4-2dcc-42a0-be31-90b14841eae3,,https://www.recetas.com/salmon-glaseado-con-miel-y-naranja.html,1,4 filetes de salmón fresco 2 cdtas. de miel de flores silvestres 2 cdtas. de mermelada de naranja 1 cda. de agua 2 naranjas Aceite de oliva v. e. Sal Pimienta,4,4,,,,filetes de salmón fresco 2 cdtas. de miel de flores silvestres 2 cdtas. de mermelada de naranja 1 cda. de agua 2 naranjas Aceite de oliva v. e. Sal Pimienta,,,,,
9fbff83d-7917-49ac-9b43-4803aab390be,,https://www.recetas.com/bizcocho-acebrado.html,1,150 gr. de harina 100 gr. de fécula de patata 1 sobre de levadura 3 huevos 120 gr. de mantequilla blanda 150 gr. de azúcar 1 cdta. de extracto de vainilla 100 ml + 4 cucharadas de nata vegetal 20 gr. de cacao en polvo sin azúcar,150,150,,,gr.,harina 100 gr. de fécula de patata 1 sobre de levadura 3 huevos 120 gr. de mantequilla blanda 150 gr. de azúcar 1 cdta. de extracto de vainilla 100 ml + 4 cucharadas de nata vegetal 20 gr. de cacao en polvo sin azúcar,,,,,
a43c7a13-a1e7-4303-a895-937dfd25c325,,https://www.recetas.com/muslos-de-pollo-a-la-cacerola-con-tocino-y-patatas.html,1,4 muslos de pollo 50 gr. de tocino ahumado cortado en cubitos 1 ramita de romero 1 diente de ajo 1/2 vaso de vino blanco seco Sal y pimienta a gusto,4,4,,,,muslos de pollo 50 gr. de tocino ahumado cortado en cubitos 1 ramita de romero 1 diente de ajo 1/2 vaso de vino blanco seco Sal y pimienta a gusto,,,,,
98163e02-6bf2-407e-9d3e-3c09592698b5,,https://www.recetas.com/rosca-de-limon.html,1,400 gr. de harina 400 gr. de azúcar común 250 gr. de mantequilla blanda 4 huevos 1 limón orgánico 1/2 sobre de levadura en polvo (8 gr.) Azúcar glass Cáscara de limón confitada,400,400,,,gr.,harina 400 gr. de azúcar común 250 gr. de mantequilla blanda 4 huevos 1 limón orgánico 1/2 sobre de levadura en polvo (8 gr.) Azúcar glass Cáscara de limón confitada,,,,,
78bd440d-ac43-4fba-93e2-022fd62de2c9,,https://www.recetas.com/brochetas-de-tempeh-a-la-parrilla.html,1,1 barra de tempeh Romero al gusto Sal al gusto. Pimienta Aceite de oliva v.e. Salsa de soja al gusto Jengibre rallado al gusto 200 gr. de lentejas enlatadas 1 chalota Tomillo,1,1,,,,barra de tempeh Romero al gusto Sal al gusto. Pimienta Aceite de oliva v.e. Salsa de soja al gusto Jengibre rallado al gusto 200 gr. de lentejas enlatadas 1 chalota Tomillo,,,,,
d5eec307-5374-4df2-af5e-c0d518722608,,https://www.recetas.com/chips-de-arroz.html,1,100 gr. de arroz 400 gr. de agua 5 gr. de sal Aceite para freír,100,100,,,gr.,arroz 400 gr. de agua 5 gr. de sal Aceite para freír,,,,,
f4cd63db-49a2-4b22-8e6c-efb676697ede,,https://www.recetas.com/solomillo-de-ternera-con-setas-y-salsa-de-vino-blanco.html,1,800 gr. de solomillo de ternera 30 gr. de setas secas 2 ramitas de romero 1 chalota 3 dl de vino blanco 1 dl de nata fresca 2 rebanadas de pan de molde sin costra 60 gr. de mantequilla Sal Pimienta,800,800,,,gr.,solomillo de ternera 30 gr. de setas secas 2 ramitas de romero 1 chalota 3 dl de vino blanco 1 dl de nata fresca 2 rebanadas de pan de molde sin costra 60 gr. de mantequilla Sal Pimienta,,,,,
e422cede-41ad-499b-9daa-ec489ac5a768,,https://www.recetas.com/flan-de-puerros-con-salvia-8r4.html,1,"Pimienta Piel de naranja 30 gr. de mantequilla 2 cdas. de harina 40 gr. de parmesano Sal 4 huevos 150 ml de nata fresca 4 puerros 1,5 dl de leche entera 4 hojas de salvia 2 yemas",,,,,,"Pimienta Piel de naranja 30 gr. de mantequilla 2 cdas. de harina 40 gr. de parmesano Sal 4 huevos 150 ml de nata fresca 4 puerros 1,5 dl de leche entera 4 hojas de salvia 2 yemas",,,,,
d9682d80-8e5c-4411-97ae-4337dfedc84a,,https://www.recetas.com/mousse-de-fruta-de-la-pasion-5cm.html,1,6 frutas de la pasión o maracuyá 170 gr. de leche condensada azucarada 2 dl de jugo de maracuyá 4 gr. de gelatina en láminas 4 dl de nata fresca,6,6,,,,frutas de la pasión o maracuyá 170 gr. de leche condensada azucarada 2 dl de jugo de maracuyá 4 gr. de gelatina en láminas 4 dl de nata fresca,,,,,
0cdaa950-16ce-4b2c-a629-bd4b4b4d9c9a,,https://www.recetas.com/banana-bread.html,1,3 plátanos 250 gr. de azúcar morena 3 huevos Sal 130 ml de leche 60 ml de aceite 250 gr. de harina 1 cdta. de bicarbonato de sodio 1 sobre de levadura en polvo,3,3,,,,plátanos 250 gr. de azúcar morena 3 huevos Sal 130 ml de leche 60 ml de aceite 250 gr. de harina 1 cdta. de bicarbonato de sodio 1 sobre de levadura en polvo,,,,,
8a698c81-5997-4092-bd3c-50d164e4a3fa,,https://www.recetas.com/ensalada-de-radicchio-y-kiwi.html,1,30 gr. de almendras en láminas 300 gr. de radicchio (achicoria roja) 30 gr. de aceite de oliva 50 gr. de parmesano 1 aguacate Jugo de limón 1 kiwi Pimienta Sal,30,30,,,gr.,almendras en láminas 300 gr. de radicchio (achicoria roja) 30 gr. de aceite de oliva 50 gr. de parmesano 1 aguacate Jugo de limón 1 kiwi Pimienta Sal,,,,,
a38e2b80-b282-49a8-be3b-bf0997d33ee8,,https://www.recetas.com/pastel-mousse-de-naranja.html,1,4 naranjas Mantequilla 60 gr. de harina 20 gr. de gelatina en láminas 300 ml de nata para dulces Pimienta rosa 1 pomelo rojo 1 cda. de ron 2 huevos 300 gr. de yogur 60 gr. de azúcar 100 gr. de azúcar glass,4,4,,,,naranjas Mantequilla 60 gr. de harina 20 gr. de gelatina en láminas 300 ml de nata para dulces Pimienta rosa 1 pomelo rojo 1 cda. de ron 2 huevos 300 gr. de yogur 60 gr. de azúcar 100 gr. de azúcar glass,,,,,
bd5c6fe4-20e2-4ec3-9e8b-3514685e6d71,,https://www.recetas.com/pasta-al-horno-con-jamon-cocido.html,1,320 gr. de pasta corta 50 gr. de mantequilla 70 gr. de parmesano 100 gr. de jamón cocido 400 gr. de espárragos 3 cdas. de nata para cocinar 4 huevos Pimienta Nuez moscada Pan rallado Sal,320,320,,,gr.,pasta corta 50 gr. de mantequilla 70 gr. de parmesano 100 gr. de jamón cocido 400 gr. de espárragos 3 cdas. de nata para cocinar 4 huevos Pimienta Nuez moscada Pan rallado Sal,,,,,
9b9aa59d-aaf8-4a63-af16-ee1cbcaeeb1b,,https://www.recetas.com/albondigas-de-pollo-y-quinoa-con-tomate.html,1,1 diente de ajo 2 cdas. de harina 100 gr. de queso feta Aceite 2 rodajas de pan de molde c.n. de pimienta negra 475 gr. de pollo molido 400 gr. de puré de tomates 1 ramita de perejil 125 gr. de quinua Sal 2 ramitas de tomillo,1,1,,,diente,ajo 2 cdas. de harina 100 gr. de queso feta Aceite 2 rodajas de pan de molde c.n. de pimienta negra 475 gr. de pollo molido 400 gr. de puré de tomates 1 ramita de perejil 125 gr. de quinua Sal 2 ramitas de tomillo,,,,,
128ad0e9-633d-41ff-b236-780829d8dfc2,,https://www.recetas.com/gugelhupf-de-duraznos.html,1,10 huevos a temperatura ambiente 500 gr. de azúcar 3 melocotones o duraznos 300 gr. de mantequilla blanda más un poco extra 300 gr. de harina más un poco extra 200 gr. de fécula de patata 20 gr. de levadura en polvo para dulces 1 vaina de vainilla Limón,10,10,,,,huevos a temperatura ambiente 500 gr. de azúcar 3 melocotones o duraznos 300 gr. de mantequilla blanda más un poco extra 300 gr. de harina más un poco extra 200 gr. de fécula de patata 20 gr. de levadura en polvo para dulces 1 vaina de vainilla Limón,,,,,
2ba61faf-5f34-4b43-9604-b549461c0ed6,,https://www.recetas.com/tarta-de-verduras-3x9.html,1,Para el relleno : 200 gr. de pimientos 100 gr. de calabacines 100 gr. de puerros 1 huevo 2 yemas Semillas de amapola Sal Pimienta 225 gr. de leche Ingredientes para la masa : 225 gr. de harina 200 gr. de mantequilla 100 gr. de almendras picadas 50 gr. de parmesano rallado 1 yema de huevo Canela en polvo,,,,,,Para el relleno : 200 gr. de pimientos 100 gr. de calabacines 100 gr. de puerros 1 huevo 2 yemas Semillas de amapola Sal Pimienta 225 gr. de leche Ingredientes para la masa : 225 gr. de harina 200 gr. de mantequilla 100 gr. de almendras picadas 50 gr. de parmesano rallado 1 yema de huevo Canela en polvo,,,,,
35fd1d6e-b916-48f5-8cbc-fb5f3cfae8b3,,https://www.recetas.com/polenta-con-verduras.html,1,300 gr. de harina de maíz 130 gr. de zanahorias limpias 130 gr. de repollo limpio 130 gr. de hinojo limpio 70 gr. de cebolla 50 gr. de apio Laurel Sal,300,300,,,gr.,harina de maíz 130 gr. de zanahorias limpias 130 gr. de repollo limpio 130 gr. de hinojo limpio 70 gr. de cebolla 50 gr. de apio Laurel Sal,,,,,
7d67e617-e652-40b3-b6ce-155d21242ebb,,https://www.recetas.com/arrollado-de-pollo-a-la-cazadora.html,1,1 pollo entero ya deshuesado y con piel 300 gr. de patatas 150 gr. de tomates enlatados 100 gr. de setas frescas 50 gr. de espinacas tiernas 1 diente de ajo 1 chile fresco Aceitunas descarozadas Sal marina Pimienta Aaceite de oliva v. e.,1,1,,,,pollo entero ya deshuesado y con piel 300 gr. de patatas 150 gr. de tomates enlatados 100 gr. de setas frescas 50 gr. de espinacas tiernas 1 diente de ajo 1 chile fresco Aceitunas descarozadas Sal marina Pimienta Aaceite de oliva v. e.,,,,,
e4f5dfb9-e8b9-4aa0-9b1c-87bceb7b4cc0,,https://www.recetas.com/medallones-de-cerdo-con-hierbas.html,1,8 medallones de solomillo de cerdo 8 fetas de tocino 4 bayas de enebro Pimienta en granos Sal 1 manojo de hierbas aromáticas,8,8,,,,medallones de solomillo de cerdo 8 fetas de tocino 4 bayas de enebro Pimienta en granos Sal 1 manojo de hierbas aromáticas,,,,,
92e90767-0d53-4879-bff7-aa0ee2f72d62,,https://www.recetas.com/col-morada-guisada.html,1,800 gr. de col morada 50 gr. de tocino ahumado 30 gr. de mantequilla 2 cdas. de vinagre de vino 2 cdas. de oporto 4 manzanas 3 zanahorias 2 dientes 2 cebollas 1 diente de ajo Sal Pimienta Nuez moscada 1 hoja de laurel,800,800,,,gr.,col morada 50 gr. de tocino ahumado 30 gr. de mantequilla 2 cdas. de vinagre de vino 2 cdas. de oporto 4 manzanas 3 zanahorias 2 dientes 2 cebollas 1 diente de ajo Sal Pimienta Nuez moscada 1 hoja de laurel,,,,,
6a3d048d-6497-4290-901f-de43e929f631,,https://www.recetas.com/salmon-gratinado-con-jengibre.html,1,800 gr. de filetes de salmón 1/2 lt de caldo de verduras 2 cdas. de pan rallado 3 cebolletas 2 limones Jengibre Aceite de oliva v. e. Sal,800,800,,,gr.,filetes de salmón 1/2 lt de caldo de verduras 2 cdas. de pan rallado 3 cebolletas 2 limones Jengibre Aceite de oliva v. e. Sal,,,,,
77a1baf5-6193-4e0e-a72a-8f3938105c14,,https://www.recetas.com/masa-frola-vegana.html,1,"175 gr. de harina 175 gr. de harina integral 1,5 cdas de harina de linaza 3 cdas. de azúcar morena fina 0,5 ml de leche de soja 100 ml de aceite de oliva v. e. Sal",175,175,,,gr.,"harina 175 gr. de harina integral 1,5 cdas de harina de linaza 3 cdas. de azúcar morena fina 0,5 ml de leche de soja 100 ml de aceite de oliva v. e. Sal",,,,,
ecee906e-f6af-4e07-8646-02cf9042e03e,,https://www.recetas.com/vasitos-de-burrata-con-sandia-melon-y-pinones-tostados.html,1,200 gr. de burrata 1/2 melón blanco 1/2 melón cantalupo 200 gr. de sandía 30 gr. de piñones Albahaca Menta 1 cdta. de miel de acacia Vinagre balsámico Aceite de oliva v. e. Sal Pimienta,200,200,,,gr.,burrata 1/2 melón blanco 1/2 melón cantalupo 200 gr. de sandía 30 gr. de piñones Albahaca Menta 1 cdta. de miel de acacia Vinagre balsámico Aceite de oliva v. e. Sal Pimienta,,,,,
0abdf8c0-b07f-425e-90bd-41aa94e73ecd,,https://www.recetas.com/canelones-de-berenjena.html,1,800 gr. de berenjenas largas Harina Aceite para freír 1 cebolla Queso rallado 4 huevos 6 dl de puré de tomates 150 gr. de jamón cocido 1 manojo de albahaca 150 gr. de queso mozzarella Aceite de oliva v. e. Sal Pimienta,800,800,,,gr.,berenjenas largas Harina Aceite para freír 1 cebolla Queso rallado 4 huevos 6 dl de puré de tomates 150 gr. de jamón cocido 1 manojo de albahaca 150 gr. de queso mozzarella Aceite de oliva v. e. Sal Pimienta,,,,,
e1153de5-7c78-4f94-bccc-1d815963a1db,,https://www.recetas.com/pizza-multicereales.html,1,Albahaca 150 gr. de harina 150 gr. de harina multicereales 20 gr. de levadura madre 250 gr. de mozzarella 3 piezas de mozzarella de búfala Aceite de oliva v. e. 2 cdas. de pesto 80 gr. de tomate secos 150 gr. de mozzarella ahumada,,,,,,Albahaca 150 gr. de harina 150 gr. de harina multicereales 20 gr. de levadura madre 250 gr. de mozzarella 3 piezas de mozzarella de búfala Aceite de oliva v. e. 2 cdas. de pesto 80 gr. de tomate secos 150 gr. de mozzarella ahumada,,,,,
1815d1bf-4fec-4378-89a1-de3d02c392dd,,https://www.recetas.com/cookies-tres-chocolates.html,1,"200 gr. de chocolate entre negro, con leche y blanco 180 gr. de harina 125 gr. de mantequilla 100 gr. de azúcar integral 1 huevo Polvo de hornear Sal",200,200,,,gr.,"chocolate entre negro, con leche y blanco 180 gr. de harina 125 gr. de mantequilla 100 gr. de azúcar integral 1 huevo Polvo de hornear Sal",,,,,
e68080b0-7472-43aa-9acb-4f9c7fbe8f31,,https://www.recetas.com/budin-de-verduras-5rz.html,1,800 gr. de patatas 1 zanahoria 2 calabacín 1 corazón de apio 200 gr. de tomates cherry 1 cebolla 100 gr. de queso ricota 1 huevo 1 yema de huevo 80 gr. de migas de pan 40 gr. de queso rallado 5 hojas albahaca Tomillo Nuez moscada Aceite de oliva virgen extra Sal,800,800,,,gr.,patatas 1 zanahoria 2 calabacín 1 corazón de apio 200 gr. de tomates cherry 1 cebolla 100 gr. de queso ricota 1 huevo 1 yema de huevo 80 gr. de migas de pan 40 gr. de queso rallado 5 hojas albahaca Tomillo Nuez moscada Aceite de oliva virgen extra Sal,,,,,
2f985b89-9fb5-4cc5-9bd4-c6db872bb2c1,,https://www.recetas.com/solomillo-de-cerdo-con-hierbas.html,1,8 medallones de solomillo de cerdo de 4 cm de grosor 8 fetas de tocino 4 bayas de enebro Pimienta en granos Sal 1 manojo de hierbas aromáticas,8,8,,,,medallones de solomillo de cerdo de 4 cm de grosor 8 fetas de tocino 4 bayas de enebro Pimienta en granos Sal 1 manojo de hierbas aromáticas,,,,,
de2f6fc2-f834-4906-b95f-ced5319317f5,,https://www.recetas.com/cazuela-de-quinua-y-verduras-a-la-mejicana.html,1,200 gr. de quinua 1 pimiento rojo 2 cebollas 2 puerros 120 gr. de maíz 2 tomates pelados 1/2 cdta. de comino en polvo 1 cdta. de orégano seco Chile en polvo 2 discos de pan carasau 1 aguacate maduro 1 ramita de perejil 1 limón Aceite de oliva v. e. Sal,200,200,,,gr.,quinua 1 pimiento rojo 2 cebollas 2 puerros 120 gr. de maíz 2 tomates pelados 1/2 cdta. de comino en polvo 1 cdta. de orégano seco Chile en polvo 2 discos de pan carasau 1 aguacate maduro 1 ramita de perejil 1 limón Aceite de oliva v. e. Sal,,,,,
bf5e40f4-4ef1-4b0b-af90-2008d9499266,,https://www.recetas.com/cheesecake-de-chocolate-con-cafe-y-avellanas.html,1,210 gr. de galletas de chocolate 170 gr. de mantequilla 250 gr. de ricota 200 gr. de queso mascarpone 200 gr. de queso untable 185 gr. de azúcar 85 gr. de azúcar morena 75 gr. de harina 3 huevos 80 gr. de avellanas sin cáscara 1 vaina de vainilla 1 taza de café moka Sal,210,210,,,gr.,galletas de chocolate 170 gr. de mantequilla 250 gr. de ricota 200 gr. de queso mascarpone 200 gr. de queso untable 185 gr. de azúcar 85 gr. de azúcar morena 75 gr. de harina 3 huevos 80 gr. de avellanas sin cáscara 1 vaina de vainilla 1 taza de café moka Sal,,,,,
cad70b98-0092-4393-b77a-981605ef808c,,https://www.recetas.com/ensalada-agridulce-nxo.html,1,1 cabeza de achicoria 2 ramas de apio 1 hinojo 1 remolacha cocida al vapor 2 naranjas Aceite de oliva virgen extra Mostaza dulce Almendras fileteadas Sal rosa del Himalaya Pimienta negra,1,1,,,,cabeza de achicoria 2 ramas de apio 1 hinojo 1 remolacha cocida al vapor 2 naranjas Aceite de oliva virgen extra Mostaza dulce Almendras fileteadas Sal rosa del Himalaya Pimienta negra,,,,,
76caef4f-b8bd-4b03-be6f-78cb33d9f80e,,https://www.recetas.com/poke-bowl-con-salmon.html,1,100 gr. de arroz 360 gr. de salmón cortado en cubitos 50 gr. de espinacas tiernas 1 aguacate 120 gr. de grosellas roja 1 diente de ajo Jugo de limon Aceite de oliva virgen extra Sal Pimienta,100,100,,,gr.,arroz 360 gr. de salmón cortado en cubitos 50 gr. de espinacas tiernas 1 aguacate 120 gr. de grosellas roja 1 diente de ajo Jugo de limon Aceite de oliva virgen extra Sal Pimienta,,,,,
7b4089f3-5ec2-41b6-8181-7a411a1fdde4,,https://www.recetas.com/tarta-de-lima-y-chantilly-al-chocolate-blanco.html,1,Para la chantilly al chocolate blanco : 50 gr. de chocolate blanco 50 gr. de nata fresca 1 gr. de gelatina 100 gr. de nata fresca semi-batida 1/2 vaina de vainilla Para la crema de lima : 120 gr. de zumo de lima 120 gr. de azúcar glass 130 gr. de mantequilla blanda 100 gr. de huevos Ralladura de dos limones Para la base : 200 gr. de galletas 100 gr. de mantequilla 1 pizca de sal,,,,,,Para la chantilly al chocolate blanco : 50 gr. de chocolate blanco 50 gr. de nata fresca 1 gr. de gelatina 100 gr. de nata fresca semi-batida 1/2 vaina de vainilla Para la crema de lima : 120 gr. de zumo de lima 120 gr. de azúcar glass 130 gr. de mantequilla blanda 100 gr. de huevos Ralladura de dos limones Para la base : 200 gr. de galletas 100 gr. de mantequilla 1 pizca de sal,,,,,
20836ee0-9e51-403b-9be8-350e9057096f,,https://www.recetas.com/pollo-frito.html,1,1 pollo 2 huevos Harina blanca o pan rallado 1 diente de ajo 1 puñado de perejil 1 ramita de romero Hojas de salvia 1 pizca de tomillo 1 limón Aceite de oliva Sal Leche Pimienta de molinillo,1,1,,,,pollo 2 huevos Harina blanca o pan rallado 1 diente de ajo 1 puñado de perejil 1 ramita de romero Hojas de salvia 1 pizca de tomillo 1 limón Aceite de oliva Sal Leche Pimienta de molinillo,,,,,
77241ff4-afa1-4f14-9841-90258b4171b5,,https://www.recetas.com/merluza-con-aceitunas-y-coles-de-bruselas.html,1,8 filetes de merluza frescos y sin piel 600 gr. de coles de Bruselas 100 gr. de aceitunas 80 gr. de cebollas Ajo Aceite de oliva Sal Pimienta,8,8,,,,filetes de merluza frescos y sin piel 600 gr. de coles de Bruselas 100 gr. de aceitunas 80 gr. de cebollas Ajo Aceite de oliva Sal Pimienta,,,,,
fdf362a7-4ce3-48c4-a885-13dd93dfe384,,https://www.recetas.com/tarta-helada-de-fresas.html,1,Para el relleno : 1/2 kg. de fresas 1 taza de azúcar 1 cda. de jugo de limón 2 cdas. de gelatina sin sabor 1/4 taza de agua fría 3 yemas Pizca de sal 3 claras 1/4 de cdta. de cremor tártaro 200 cc. de nata fresca Colorante rojo vegetal Para la masa : 1/4 kg. de bizcochos dulces molidos 100 gr. de mantequilla 1/4 de taza de azúcar,,,,,,Para el relleno : 1/2 kg. de fresas 1 taza de azúcar 1 cda. de jugo de limón 2 cdas. de gelatina sin sabor 1/4 taza de agua fría 3 yemas Pizca de sal 3 claras 1/4 de cdta. de cremor tártaro 200 cc. de nata fresca Colorante rojo vegetal Para la masa : 1/4 kg. de bizcochos dulces molidos 100 gr. de mantequilla 1/4 de taza de azúcar,,,,,
70fcf8fe-4c5c-4f20-9785-efe08dedf272,,https://www.recetas.com/cebollas-caramelizadas-ztg.html,1,800 gr. de cebollas rojas 1/2 vaso de vinagre balsámico 3 cdas. de vinagre de manzana 2 cdas. de azúcar de caña Aceite de oliva v. e. al gusto Sal al gusto,800,800,,,gr.,cebollas rojas 1/2 vaso de vinagre balsámico 3 cdas. de vinagre de manzana 2 cdas. de azúcar de caña Aceite de oliva v. e. al gusto Sal al gusto,,,,,
