receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia
86afd897-e16a-11ed-ae90-a96d6180cd25,Torta de Café,12,2 tazas de crema,2,2.0,tazas,crema,2 tazas de crema,crema,taza
86afd897-e16a-11ed-ae90-a96d6180cd25,Torta de Café,13,2 cucharadas de café instantaneo,2,2.0,cucharadas,café instantaneo,2 cucharadas de cafe instantaneo,cafe instantaneo,cucharada
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,1,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,2,¾ de taza de fécula de maíz,¾,0.75,,de taza de fécula de maíz,3/4 de taza de fecula de maiz,de taza de fecula de maiz,
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,3,¼ de taza de harina de yuca,¼,0.25,,de taza de harina de yuca,1/4 de taza de harina de yuca,de taza de harina de yuca,
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,4,1 taza de queso costeño o feta rallado,1,1.0,taza,queso costeño o feta rallado,1 taza de queso costeno o feta rallado,queso costeno o feta rallado,taza
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,5,½ taza de queso fresco,½,0.5,taza,queso fresco,1/2 taza de queso fresco,queso fresco,taza
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,6,2 huevos,2,2.0,,huevos,2 huevos,huevos,
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,7,¼ de cucharadita de polvo de hornear,¼,0.25,,de cucharadita de polvo de hornear,1/4 de cucharadita de polvo de hornear,de cucharadita de polvo de hornear,
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,8,2 cucharadas de azúcar,2,2.0,cucharadas,azúcar,2 cucharadas de azucar,azucar,cucharada
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,9,Una pizca de sal,,,,Una pizca de sal,una pizca de sal,una pizca de sal,
86afd898-e16a-11ed-8589-a96d6180cd25,Buñuelos Colombianos,10,1 cucharada de leche,1,1.0,cucharada,leche,1 cucharada de leche,leche,cucharada
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,1,4 plátanos muy maduros,4,4.0,,plátanos muy maduros,4 platanos muy maduros,platanos muy maduros,
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,2,1 ½ tazas de aceite vegetal para freír,1 ½,1.5,tazas,aceite vegetal para freír,1 1/2 tazas de aceite vegetal para freir,aceite vegetal para freir,taza
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,3,3 huevos batidos,3,3.0,,huevos batidos,3 huevos batidos,huevos batidos,
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,4,½ cucharadita de canela molida,½,0.5,cucharadita,canela molida,1/2 cucharadita de canela molida,canela molida,cucharadita
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,5,½ taza de leche,½,0.5,taza,leche,1/2 taza de leche,leche,taza
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,6,1 cucharadita de azúcar,1,1.0,cucharadita,azúcar,1 cucharadita de azucar,azucar,cucharadita
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,7,2 tazas de bocadilllo de guayaba,2,2.0,tazas,bocadilllo de guayaba,2 tazas de bocadilllo de guayaba,bocadilllo de guayaba,taza
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,8,2 tazas de queso mozzarella cortado en cubos,2,2.0,tazas,queso mozzarella cortado en cubos,2 tazas de queso mozzarella cortado en cubos,queso mozzarella cortado en cubos,taza
86afd899-e16a-11ed-970c-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,9,½ taza de queso mozzarella rallado,½,0.5,taza,queso mozzarella rallado,1/2 taza de queso mozzarella rallado,queso mozzarella rallado,taza
86afd89a-e16a-11ed-9f1a-a96d6180cd25,Pandebonos Colombianos,1,⅔ taza de almidón de yuca o harina de yuca,⅔,0.6666666667,taza,almidón de yuca o harina de yuca,2/3 taza de almidon de yuca o harina de yuca,almidon de yuca o harina de yuca,taza
86afd89a-e16a-11ed-9f1a-a96d6180cd25,Pandebonos Colombianos,2,¼ taza de harina de maíz precocida o Masarepa,¼,0.25,taza,harina de maíz precocida o Masarepa,1/4 taza de harina de maiz precocida o masarepa,harina de maiz precocida o masarepa,taza
86afd89a-e16a-11ed-9f1a-a96d6180cd25,Pandebonos Colombianos,3,1 taza de queso freso mexicano o quesito colombiano,1,1.0,taza,queso freso mexicano o quesito colombiano,1 taza de queso freso mexicano o quesito colombiano,queso freso mexicano o quesito colombiano,taza
86afd89a-e16a-11ed-9f1a-a96d6180cd25,Pandebonos Colombianos,4,1 ¼ tazas de queso costeño o queso Feta,1 ¼,1.25,tazas,queso costeño o queso Feta,1 1/4 tazas de queso costeno o queso feta,queso costeno o queso feta,taza
86afd89a-e16a-11ed-9f1a-a96d6180cd25,Pandebonos Colombianos,5,1 huevo grande,1,1.0,,huevo grande,1 huevo grande,huevo grande,
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,1,2 tazas de ciruelas pasas sin semilla,2,2.0,tazas,ciruelas pasas sin semilla,2 tazas de ciruelas pasas sin semilla,ciruelas pasas sin semilla,taza
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,2,2 tazas de uvas pasas,2,2.0,tazas,uvas pasas,2 tazas de uvas pasas,uvas pasas,taza
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,3,1 taza de vino de Oporto,1,1.0,taza,vino de Oporto,1 taza de vino de oporto,vino de oporto,taza
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,4,½ taza de ron oscuro,½,0.5,taza,ron oscuro,1/2 taza de ron oscuro,ron oscuro,taza
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,5,2 tazas de brevas caladas,2,2.0,tazas,brevas caladas,2 tazas de brevas caladas,brevas caladas,taza
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,6,1 libra de mantequilla,1,1.0,libra,mantequilla,1 libra de mantequilla,mantequilla,libra
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,7,1 libra de azuúcar,1,1.0,libra,azuúcar,1 libra de azuucar,azuucar,libra
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,8,12 huevos grandes a temperatura ambiente,12,12.0,,huevos grandes a temperatura ambiente,12 huevos grandes a temperatura ambiente,huevos grandes a temperatura ambiente,
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,9,1 libra de harina,1,1.0,libra,harina,1 libra de harina,harina,libra
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,10,1 cucharadita de polvo para hornear,1,1.0,cucharadita,polvo para hornear,1 cucharadita de polvo para hornear,polvo para hornear,cucharadita
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,11,1 cucharadita de canela molida,1,1.0,cucharadita,canela molida,1 cucharadita de canela molida,canela molida,cucharadita
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,12,½ cucharadita de nuez moscada molida,½,0.5,cucharadita,nuez moscada molida,1/2 cucharadita de nuez moscada molida,nuez moscada molida,cucharadita
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,13,Media cucharadita de clavo molido,,,,Media cucharadita de clavo molido,media cucharadita de clavo molido,media cucharadita de clavo molido,
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,14,1 cucharada de extracto de vainilla,1,1.0,cucharada,extracto de vainilla,1 cucharada de extracto de vainilla,extracto de vainilla,cucharada
86afd89b-e16a-11ed-82bb-a96d6180cd25,Torta Negra Colombiana,15,3 cucharadas de dulce quemado o melaza,3,3.0,cucharadas,dulce quemado o melaza,3 cucharadas de dulce quemado o melaza,dulce quemado o melaza,cucharada
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,1,2 tazas de harina,2,2.0,tazas,harina,2 tazas de harina,harina,taza
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,2,2 cucharaditas de polvo de hornear,2,2.0,cucharaditas,polvo de hornear,2 cucharaditas de polvo de hornear,polvo de hornear,cucharadita
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,3,1 taza de leche,1,1.0,taza,leche,1 taza de leche,leche,taza
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,4,5 huevos,5,5.0,,huevos,5 huevos,huevos,
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,5,1 cucharadita extracto de vainilla,1,1.0,cucharadita,extracto de vainilla,1 cucharadita extracto de vainilla,extracto de vainilla,cucharadita
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,6,6 cucharadas de mantequilla,6,6.0,cucharadas,mantequilla,6 cucharadas de mantequilla,mantequilla,cucharada
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,7,2 tazas de azúcar,2,2.0,tazas,azúcar,2 tazas de azucar,azucar,taza
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,8,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,9,1 lata de leche condensada,1,1.0,lata,leche condensada,1 lata de leche condensada,leche condensada,lata
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,10,1 lata de leche evaporada,1,1.0,lata,leche evaporada,1 lata de leche evaporada,leche evaporada,lata
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,11,1 taza de crema de leche,1,1.0,taza,crema de leche,1 taza de crema de leche,crema de leche,taza
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,12,½ cucharadita de extracto de vainilla,½,0.5,cucharadita,extracto de vainilla,1/2 cucharadita de extracto de vainilla,extracto de vainilla,cucharadita
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,13,2 claras de huevo,2,2.0,,claras de huevo,2 claras de huevo,claras de huevo,
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,14,½ cucharadita de cremor tártaro,½,0.5,cucharadita,cremor tártaro,1/2 cucharadita de cremor tartaro,cremor tartaro,cucharadita
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,15,½ taza de azúcar,½,0.5,taza,azúcar,1/2 taza de azucar,azucar,taza
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,16,¼ de taza de agua,¼,0.25,,de taza de agua,1/4 de taza de agua,de taza de agua,
86afd89c-e16a-11ed-99b9-a96d6180cd25,Torta de Tres Leches,17,¼ de taza de agua,¼,0.25,,de taza de agua,1/4 de taza de agua,de taza de agua,
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,1,"1 ¼ taza Masarepa o harina de maíz blanco precocida, tamizada",1 ¼,1.25,taza,"Masarepa o harina de maíz blanco precocida, tamizada","1 1/4 taza masarepa o harina de maiz blanco precocida, tamizada","masarepa o harina de maiz blanco precocida, tamizada",taza
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,2,3 tazas Queso fresco o cuajada,3,3.0,tazas,Queso fresco o cuajada,3 tazas queso fresco o cuajada,queso fresco o cuajada,taza
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,3,1 taza Queso mozzarella rallado,1,1.0,taza,Queso mozzarella rallado,1 taza queso mozzarella rallado,queso mozzarella rallado,taza
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,4,2 cucharadas Mantequilla derretida,2,2.0,cucharadas,Mantequilla derretida,2 cucharadas mantequilla derretida,mantequilla derretida,cucharada
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,5,1 cucharadita Polvo para hornear,1,1.0,cucharadita,Polvo para hornear,1 cucharadita polvo para hornear,polvo para hornear,cucharadita
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,6,¼ cucharadita sal,¼,0.25,cucharadita,sal,1/4 cucharadita sal,sal,cucharadita
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,7,2 huevos,2,2.0,,huevos,2 huevos,huevos,
86afd89d-e16a-11ed-a634-a96d6180cd25,Almojábanas Colombianas,8,4 cucharadas leche,4,4.0,cucharadas,leche,4 cucharadas leche,leche,cucharada
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,1,3 tazas de harina para todo uso,3,3.0,tazas,harina para todo uso,3 tazas de harina para todo uso,harina para todo uso,taza
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,2,¼ taza de leche en polvo,¼,0.25,taza,leche en polvo,1/4 taza de leche en polvo,leche en polvo,taza
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,3,1 + ¼ cucharadita de sal,1,1.0,,+ ¼ cucharadita de sal,1 1/4 cucharadita de sal,1/4 cucharadita de sal,
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,4,1 paquete de levadura de crecimiento rápido,1,1.0,paquete,levadura de crecimiento rápido,1 paquete de levadura de crecimiento rapido,levadura de crecimiento rapido,paquete
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,5,4 cucharaditas de azúcar,4,4.0,cucharaditas,azúcar,4 cucharaditas de azucar,azucar,cucharadita
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,6,¼ taza de mantequilla blanda,¼,0.25,taza,mantequilla blanda,1/4 taza de mantequilla blanda,mantequilla blanda,taza
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,7,¾ taza de taza de queso fresco o queso campesino desmenuzado,¾,0.75,taza,taza de queso fresco o queso campesino desmenuzado,3/4 taza de taza de queso fresco o queso campesino desmenuzado,taza de queso fresco o queso campesino desmenuzado,taza
86afd89e-e16a-11ed-a11b-a96d6180cd25,Pan Aliñado Colombiano,8,¾ taza de agua tibia,¾,0.75,taza,agua tibia,3/4 taza de agua tibia,agua tibia,taza
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,1,2-1 / 4 tazas de harina para todo uso,2-1,,,/ 4 tazas de harina para todo uso,2 1/4 tazas de harina para todo uso,/ 4 tazas de harina para todo uso,
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,2,1 sobre de levadura instantanea,1,1.0,sobre,levadura instantanea,1 sobre de levadura instantanea,levadura instantanea,sobre
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,3,2 cucharadas de azúcar,2,2.0,cucharadas,azúcar,2 cucharadas de azucar,azucar,cucharada
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,4,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,5,½ taza de agua,½,0.5,taza,agua,1/2 taza de agua,agua,taza
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,6,2 cucharadas de leche,2,2.0,cucharadas,leche,2 cucharadas de leche,leche,cucharada
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,7,2 cucharadas de mantequilla,2,2.0,cucharadas,mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,8,Queso Mozzarella opcional,,,,Queso Mozzarella opcional,queso mozzarella opcional,queso mozzarella opcional,
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,9,Bocadillo opcional,,,,Bocadillo opcional,bocadillo opcional,bocadillo opcional,
86afd89f-e16a-11ed-9270-a96d6180cd25,Pan Blandito Colombiano,10,1 huevo batido,1,1.0,,huevo batido,1 huevo batido,huevo batido,
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,1,2 tazas de harina,2,2.0,tazas,harina,2 tazas de harina,harina,taza
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,2,2 cucharaditas de polvo de hornear,2,2.0,cucharaditas,polvo de hornear,2 cucharaditas de polvo de hornear,polvo de hornear,cucharadita
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,3,1 taza de leche,1,1.0,taza,leche,1 taza de leche,leche,taza
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,4,5 huevos,5,5.0,,huevos,5 huevos,huevos,
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,5,Extracto de vainilla 1 cucharadita,,,,Extracto de vainilla 1 cucharadita,extracto de vainilla 1 cucharadita,extracto de vainilla 1 cucharadita,
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,6,6 cucharadas de mantequilla,6,6.0,cucharadas,mantequilla,6 cucharadas de mantequilla,mantequilla,cucharada
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,7,2 tazas de azúcar,2,2.0,tazas,azúcar,2 tazas de azucar,azucar,taza
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,8,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,9,1 lata de leche condensada,1,1.0,lata,leche condensada,1 lata de leche condensada,leche condensada,lata
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,10,1 lata de leche evaporada,1,1.0,lata,leche evaporada,1 lata de leche evaporada,leche evaporada,lata
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,11,1 taza de crema de leche,1,1.0,taza,crema de leche,1 taza de crema de leche,crema de leche,taza
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,12,½ cucharadita de extracto de vainilla,½,0.5,cucharadita,extracto de vainilla,1/2 cucharadita de extracto de vainilla,extracto de vainilla,cucharadita
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,13,5 cucharadas de café o espresso muy fuerte,5,5.0,cucharadas,café o espresso muy fuerte,5 cucharadas de cafe o espresso muy fuerte,cafe o espresso muy fuerte,cucharada
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,14,2 claras de huevo,2,2.0,,claras de huevo,2 claras de huevo,claras de huevo,
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,15,½ cucharadita de cremor tártaro,½,0.5,cucharadita,cremor tártaro,1/2 cucharadita de cremor tartaro,cremor tartaro,cucharadita
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,16,½ taza de azúcar,½,0.5,taza,azúcar,1/2 taza de azucar,azucar,taza
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,17,¼ de taza de agua,¼,0.25,,de taza de agua,1/4 de taza de agua,de taza de agua,
86afd8a0-e16a-11ed-a103-a96d6180cd25,Tres Leches de Café,18,½ cucharadita extracto de vainilla,½,0.5,cucharadita,extracto de vainilla,1/2 cucharadita extracto de vainilla,extracto de vainilla,cucharadita
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,1,3 ½ tazas de harina para todo uso,3 ½,3.5,tazas,harina para todo uso,3 1/2 tazas de harina para todo uso,harina para todo uso,taza
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,2,2 cucharadas de azúcar,2,2.0,cucharadas,azúcar,2 cucharadas de azucar,azucar,cucharada
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,3,½ cucharada de sal,½,0.5,cucharada,sal,1/2 cucharada de sal,sal,cucharada
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,4,1 paquete de levadura de crecimiento rápido,1,1.0,paquete,levadura de crecimiento rápido,1 paquete de levadura de crecimiento rapido,levadura de crecimiento rapido,paquete
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,5,¼ taza de aceite vegetal y más para engrasar el recipiente,¼,0.25,taza,aceite vegetal y más para engrasar el recipiente,1/4 taza de aceite vegetal y mas para engrasar el recipiente,aceite vegetal y mas para engrasar el recipiente,taza
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,6,¾ taza de agua tibia,¾,0.75,taza,agua tibia,3/4 taza de agua tibia,agua tibia,taza
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,7,3 huevos a temperatura ambiente,3,3.0,,huevos a temperatura ambiente,3 huevos a temperatura ambiente,huevos a temperatura ambiente,
86afd8a1-e16a-11ed-93d1-a96d6180cd25,Pan Trenza,8,2 cucharadas de queso parmesano o semillas de sésamo opcional,2,2.0,cucharadas,queso parmesano o semillas de sésamo opcional,2 cucharadas de queso parmesano o semillas de sesamo opcional,queso parmesano o semillas de sesamo opcional,cucharada
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,1,1 sobre de levadura,1,1.0,sobre,levadura,1 sobre de levadura,levadura,sobre
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,2,7 oz más 4 cucharadas de agua tibia,7,7.0,,oz más 4 cucharadas de agua tibia,7 oz mas 4 cucharadas de agua tibia,oz mas 4 cucharadas de agua tibia,
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,3,4 tazas de harina para todo uso,4,4.0,tazas,harina para todo uso,4 tazas de harina para todo uso,harina para todo uso,taza
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,4,1 cucharadita de sal,1,1.0,cucharadita,sal,1 cucharadita de sal,sal,cucharadita
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,5,6 cucharadas de azúcar,6,6.0,cucharadas,azúcar,6 cucharadas de azucar,azucar,cucharada
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,6,½ taza de mantequilla sin sal derretida,½,0.5,taza,mantequilla sin sal derretida,1/2 taza de mantequilla sin sal derretida,mantequilla sin sal derretida,taza
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,7,2 huevos grandes a temperatura ambiente,2,2.0,,huevos grandes a temperatura ambiente,2 huevos grandes a temperatura ambiente,huevos grandes a temperatura ambiente,
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,8,1 huevo batido para el glaseado,1,1.0,,huevo batido para el glaseado,1 huevo batido para el glaseado,huevo batido para el glaseado,
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,9,2 cucharadas de mantequilla derretida para el glaseado,2,2.0,cucharadas,mantequilla derretida para el glaseado,2 cucharadas de mantequilla derretida para el glaseado,mantequilla derretida para el glaseado,cucharada
86afd8a2-e16a-11ed-a384-a96d6180cd25,Mogolla Chicharrona,10,2 tazas de pequeños trozos de chicharrón de cerdo,2,2.0,tazas,pequeños trozos de chicharrón de cerdo,2 tazas de pequenos trozos de chicharron de cerdo,pequenos trozos de chicharron de cerdo,taza
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,1,5 plátanos maduros pelados y en puré,5,5.0,,plátanos maduros pelados y en puré,5 platanos maduros pelados y en pure,platanos maduros pelados y en pure,
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,2,2 tazas de queso mozzarella rallado,2,2.0,tazas,queso mozzarella rallado,2 tazas de queso mozzarella rallado,queso mozzarella rallado,taza
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,3,3 huevos batidos,3,3.0,,huevos batidos,3 huevos batidos,huevos batidos,
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,4,¼ taza de leche,¼,0.25,taza,leche,1/4 taza de leche,leche,taza
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,5,3 cucharadas de azúcar morena o panela rallada,3,3.0,cucharadas,azúcar morena o panela rallada,3 cucharadas de azucar morena o panela rallada,azucar morena o panela rallada,cucharada
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,6,3 cucharadas de mantequilla derretida,3,3.0,cucharadas,mantequilla derretida,3 cucharadas de mantequilla derretida,mantequilla derretida,cucharada
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,7,½ cucharadita cucharaditas de extracto,½,0.5,cucharadita,cucharaditas de extracto,1/2 cucharadita cucharaditas de extracto,cucharaditas de extracto,cucharadita
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,8,½ cucharadita de polvo de hornear,½,0.5,cucharadita,polvo de hornear,1/2 cucharadita de polvo de hornear,polvo de hornear,cucharadita
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,9,½ cucharadita de canela molida,½,0.5,cucharadita,canela molida,1/2 cucharadita de canela molida,canela molida,cucharadita
86afd8a3-e16a-11ed-a371-a96d6180cd25,Torta de Plátano Maduro,10,¼ cucharadita de sal,¼,0.25,cucharadita,sal,1/4 cucharadita de sal,sal,cucharadita
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,1,2 y ¼ cucharaditas de levadura,2,2.0,,y ¼ cucharaditas de levadura,2 y 1/4 cucharaditas de levadura,y 1/4 cucharaditas de levadura,
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,2,7 oz. más 4 cucharadas de agua tibia,7,7.0,,oz. más 4 cucharadas de agua tibia,7 oz. mas 4 cucharadas de agua tibia,oz. mas 4 cucharadas de agua tibia,
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,3,4 tazas de harina de trigo para todo uso,4,4.0,tazas,harina de trigo para todo uso,4 tazas de harina de trigo para todo uso,harina de trigo para todo uso,taza
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,4,1 cucharadita de sal,1,1.0,cucharadita,sal,1 cucharadita de sal,sal,cucharadita
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,5,½ taza de azúcar un poco más para adornar,½,0.5,taza,azúcar un poco más para adornar,1/2 taza de azucar un poco mas para adornar,azucar un poco mas para adornar,taza
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,6,½ taza de mantequilla sin sal derretida,½,0.5,taza,mantequilla sin sal derretida,1/2 taza de mantequilla sin sal derretida,mantequilla sin sal derretida,taza
86afd8a4-e16a-11ed-b3cd-a96d6180cd25,Roscón de Bocadillo o Guayaba Colombiano,7,1 cucharada de extracto de vainilla,1,1.0,cucharada,extracto de vainilla,1 cucharada de extracto de vainilla,extracto de vainilla,cucharada
