receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,1,1 taza de harina de arepa blanca o amarilla,1,1.0,taza,harina de arepa blanca o amarilla,1 taza de harina de arepa blanca o amarilla,harina de arepa blanca o amarilla,taza
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,2,1 taza de agua tibia,1,1.0,taza,agua tibia,1 taza de agua tibia,agua tibia,taza
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,3,⅓ taza de queso mozzarella o queso blanco rallado,⅓,0.3333333333,taza,queso mozzarella o queso blanco rallado,1/3 taza de queso mozzarella o queso blanco rallado,queso mozzarella o queso blanco rallado,taza
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,4,2 cucharadas de mantequilla,2,2.0,cucharadas,mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,5,Sal,,,,Sal,sal,sal,
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,1,8 muslos de pollo sin la piel,8,8.0,,muslos de pollo sin la piel,8 muslos de pollo sin la piel,muslos de pollo sin la piel,
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,2,1 cucharada de aceite vegetal,1,1.0,cucharada,aceite vegetal,1 cucharada de aceite vegetal,aceite vegetal,cucharada
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,3,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,4,½ de taza de pimientón rojo picado,½,0.5,,de taza de pimientón rojo picado,1/2 de taza de pimienton rojo picado,de taza de pimienton rojo picado,
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,5,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,6,2 tazas de tomate picado,2,2.0,tazas,tomate picado,2 tazas de tomate picado,tomate picado,taza
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,7,1 cucharada de Sazón con azafran,1,1.0,cucharada,Sazuón con azafran,1 cucharada de sazon con azafran,sazuon con azafran,cucharada
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,8,½ cucharadita de comino en polvo,½,0.5,cucharadita,comino en polvo,1/2 cucharadita de comino en polvo,comino en polvo,cucharadita
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,9,½ de taza de cilantro fresco picado,½,0.5,,de taza de cilantro fresco picado,1/2 de taza de cilantro fresco picado,de taza de cilantro fresco picado,
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,10,½ de cucharadita de sal,½,0.5,,de cucharadita de sal,1/2 de cucharadita de sal,de cucharadita de sal,
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,11,½ cucharadita de pimienta,½,0.5,cucharadita,pimienta,1/2 cucharadita de pimienta,pimienta,cucharadita
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,12,8 papas pequeñas amarillas peladas y cortadas por la mitad,8,8.0,,papas pequeuñas amarillas peladas y cortadas por la mitad,8 papas pequenas amarillas peladas y cortadas por la mitad,papas pequeunas amarillas peladas y cortadas por la mitad,
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,13,3 tazas de caldo de pollo,3,3.0,tazas,caldo de pollo,3 tazas de caldo de pollo,caldo de pollo,taza
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,1,1 taza de cebolla picada,1,1.0,taza,cebolla picada,1 taza de cebolla picada,cebolla picada,taza
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,2,1 pimientón rojo finamente picado,1,1.0,,pimientón rojo finamente picado,1 pimienton rojo finamente picado,pimienton rojo finamente picado,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,3,4 dientes de ajo picados,4,4.0,dientes,ajo picados,4 dientes de ajo picados,ajo picados,diente
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,4,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,5,Un cuarto de cucharadita de achiote,,,,Un cuarto de cucharadita de achiote,un cuarto de cucharadita de achiote,un cuarto de cucharadita de achiote,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,6,3 mazorcas de maíz cortado en 3 piezas,3,3.0,,mazorcas de maíz cortado en 3 piezas,3 mazorcas de maiz cortado en 3 piezas,mazorcas de maiz cortado en 3 piezas,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,7,12 tazas de agua o más si es necesario,12,12.0,tazas,agua o más si es necesario,12 tazas de agua o mas si es necesario,agua o mas si es necesario,taza
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,8,8 piezas de pollo,8,8.0,,piezas de pollo,8 piezas de pollo,piezas de pollo,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,9,1 libra de carne de cerdo o costillas de cerdo,1,1.0,libra,carne de cerdo o costillas de cerdo,1 libra de carne de cerdo o costillas de cerdo,carne de cerdo o costillas de cerdo,libra
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,10,1 libra de carne de res cortada en trozos,1,1.0,libra,carne de res cortada en trozos,1 libra de carne de res cortada en trozos,carne de res cortada en trozos,libra
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,11,2 plátanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,2,2.0,,plátanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,2 platanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,platanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,12,4 papas blancas medianas peladas y cortadas por la mitad,4,4.0,,papas blancas medianas peladas y cortadas por la mitad,4 papas blancas medianas peladas y cortadas por la mitad,papas blancas medianas peladas y cortadas por la mitad,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,13,1 libra de yuca en trozos grandes,1,1.0,libra,yuca en trozos grandes,1 libra de yuca en trozos grandes,yuca en trozos grandes,libra
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,14,Un cuarto de taza de cilantro fresco picado,,,,Un cuarto de taza de cilantro fresco picado,un cuarto de taza de cilantro fresco picado,un cuarto de taza de cilantro fresco picado,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,15,Un cuarto de cucharadita de pimienta molida,,,,Un cuarto de cucharadita de pimienta molida,un cuarto de cucharadita de pimienta molida,un cuarto de cucharadita de pimienta molida,
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,16,1 cucharadita de sal,1,1.0,cucharadita,sal,1 cucharadita de sal,sal,cucharadita
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,1,"1 posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas",1,1.0,,"posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas","1 posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas","posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas",
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,2,2 tazas de caldo de carne,2,2.0,tazas,caldo de carne,2 tazas de caldo de carne,caldo de carne,taza
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,3,3 tazas de agua,3,3.0,tazas,agua,3 tazas de agua,agua,taza
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,4,1 taza de salsa de aliños ver la receta aquí,1,1.0,taza,salsa de aliños ver la receta aquí,1 taza de salsa de alinos ver la receta aqui,salsa de alinos ver la receta aqui,taza
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,5,2 tazas de tomate picado,2,2.0,tazas,tomate picado,2 tazas de tomate picado,tomate picado,taza
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,6,1 cucharadita de comino en polvo,1,1.0,cucharadita,comino en polvo,1 cucharadita de comino en polvo,comino en polvo,cucharadita
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,7,½ cucharadita de sazón con el color,½,0.5,cucharadita,sazón con el color,1/2 cucharadita de sazon con el color,sazon con el color,cucharadita
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,8,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,9,8 papas pequeñas enteras peladas,8,8.0,,papas pequeñas enteras peladas,8 papas pequenas enteras peladas,papas pequenas enteras peladas,
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,10,½ libra de yuca fresca o congelada,½,0.5,libra,yuca fresca o congelada,1/2 libra de yuca fresca o congelada,yuca fresca o congelada,libra
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,11,Cilantro fresco,,,,Cilantro fresco,cilantro fresco,cilantro fresco,
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,1,1 cucharadita de aceite vegetal,1,1.0,cucharadita,aceite vegetal,1 cucharadita de aceite vegetal,aceite vegetal,cucharadita
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,2,1 taza de chorizo en rodajas,1,1.0,taza,chorizo en rodajas,1 taza de chorizo en rodajas,chorizo en rodajas,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,3,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,4,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,5,½ taza de cebolla larga picada,½,0.5,taza,cebolla larga picada,1/2 taza de cebolla larga picada,cebolla larga picada,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,6,½ taza de tomates picados,½,0.5,taza,tomates picados,1/2 taza de tomates picados,tomates picados,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,7,5 tazas de agua,5,5.0,tazas,agua,5 tazas de agua,agua,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,8,1 taza de lentejas,1,1.0,taza,lentejas,1 taza de lentejas,lentejas,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,9,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,10,½ cucharadita de pimienta,½,0.5,cucharadita,pimienta,1/2 cucharadita de pimienta,pimienta,cucharadita
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,11,½ taza de zanahorias ralladas,½,0.5,taza,zanahorias ralladas,1/2 taza de zanahorias ralladas,zanahorias ralladas,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,12,½ taza de papas cortadas en trozos,½,0.5,taza,papas cortadas en trozos,1/2 taza de papas cortadas en trozos,papas cortadas en trozos,taza
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,13,½ cucharadita de comino en polvo,½,0.5,cucharadita,comino en polvo,1/2 cucharadita de comino en polvo,comino en polvo,cucharadita
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,1,4 cucharadas de aceite de oliva,4,4.0,cucharadas,aceite de oliva,4 cucharadas de aceite de oliva,aceite de oliva,cucharada
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,2,4 dientes de ajo finamente picados,4,4.0,dientes,ajo finamente picados,4 dientes de ajo finamente picados,ajo finamente picados,diente
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,3,1 cucharaditas de hojuelas de pimientón rojo,1,1.0,cucharaditas,hojuelas de pimientón rojo,1 cucharaditas de hojuelas de pimienton rojo,hojuelas de pimienton rojo,cucharadita
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,4,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,5,1 libra de camarones pelados y limpios,1,1.0,libra,camarones pelados y limpios,1 libra de camarones pelados y limpios,camarones pelados y limpios,libra
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,6,1 taza de cilantro fresco,1,1.0,taza,cilantro fresco,1 taza de cilantro fresco,cilantro fresco,taza
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,7,2 cebollas largas picadas,2,2.0,,cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,8,2 tazas de crema de leche,2,2.0,tazas,crema de leche,2 tazas de crema de leche,crema de leche,taza
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,9,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,1,"2 libras de carne de bistec falda, cortado en 4 porciones iguales",2,2.0,libras,"carne de bistec falda, cortado en 4 porciones iguales","2 libras de carne de bistec falda, cortado en 4 porciones iguales","carne de bistec falda, cortado en 4 porciones iguales",libras
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,2,1 ½ cucharadas de aceite vegetal,1 ½,1.5,cucharadas,aceite vegetal,1 1/2 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,3,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,4,½ cucharada de mostaza,½,0.5,cucharada,mostaza,1/2 cucharada de mostaza,mostaza,cucharada
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,5,1 cucharada de comino molido,1,1.0,cucharada,comino molido,1 cucharada de comino molido,comino molido,cucharada
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,6,Sal y pimienta negra,,,,Sal y pimienta negra,sal y pimienta negra,sal y pimienta negra,
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,7,2 cucharadas de cilantro fresco picado,2,2.0,cucharadas,cilantro fresco picado,2 cucharadas de cilantro fresco picado,cilantro fresco picado,cucharada
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,8,2 tazas de hogao ver la receta aquí,2,2.0,tazas,hogao ver la receta aquí,2 tazas de hogao ver la receta aqui,hogao ver la receta aqui,taza
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,1,1 libra de yuca cocida,1,1.0,libra,yuca cocida,1 libra de yuca cocida,yuca cocida,libra
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,2,Media taza de Masarepa,,,,Media taza de Masarepa,media taza de masarepa,media taza de masarepa,
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,3,2 cucharadas de leche,2,2.0,cucharadas,leche,2 cucharadas de leche,leche,cucharada
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,4,2 cucharadas de mantequilla derretida,2,2.0,cucharadas,mantequilla derretida,2 cucharadas de mantequilla derretida,mantequilla derretida,cucharada
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,5,Un cuarto de taza de queso mozzarella rallado o queso blanco,,,,Un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,6,Sal al gusto,,,,Sal al gusto,sal al gusto,sal al gusto,
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,7,Mantequilla para cocinar las arepas,,,,Mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,1,1 taza de salsa de aliños ver receta aquí,1,1.0,taza,salsa de aliños ver receta aquí,1 taza de salsa de alinos ver receta aqui,salsa de alinos ver receta aqui,taza
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,2,2 zanahorias grandes peladas y cortadas en cubitos,2,2.0,,zanahorias grandes peladas y cortadas en cubitos,2 zanahorias grandes peladas y cortadas en cubitos,zanahorias grandes peladas y cortadas en cubitos,
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,3,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,4,1 libra de carne de res cortada en trozos,1,1.0,libra,carne de res cortada en trozos,1 libra de carne de res cortada en trozos,carne de res cortada en trozos,libra
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,5,½ libra de lentejas lavadas,½,0.5,libra,lentejas lavadas,1/2 libra de lentejas lavadas,lentejas lavadas,libra
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,6,8 tazas de caldo de carne,8,8.0,tazas,caldo de carne,8 tazas de caldo de carne,caldo de carne,taza
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,7,½ cucharadita de achiote molido o color,½,0.5,cucharadita,achiote molido o color,1/2 cucharadita de achiote molido o color,achiote molido o color,cucharadita
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,8,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,9,3 papas blancas medianas peladas y en cubitos,3,3.0,,papas blancas medianas peladas y en cubitos,3 papas blancas medianas peladas y en cubitos,papas blancas medianas peladas y en cubitos,
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,10,¼ taza de cilantro fresco picado,¼,0.25,taza,cilantro fresco picado,1/4 taza de cilantro fresco picado,cilantro fresco picado,taza
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,1,2 libras de carne de falda o filete,2,2.0,libras,carne de falda o filete,2 libras de carne de falda o filete,carne de falda o filete,libras
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,2,3 dientes de ajo picados,3,3.0,dientes,ajo picados,3 dientes de ajo picados,ajo picados,diente
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,3,Aceite de oliva,,,,Aceite de oliva,aceite de oliva,aceite de oliva,
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,4,1 cucharadita de mostaza,1,1.0,cucharadita,mostaza,1 cucharadita de mostaza,mostaza,cucharadita
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,5,1 cucharada de comino,1,1.0,cucharada,comino,1 cucharada de comino,comino,cucharada
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,6,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,7,2 cebollas pequeñas en rodajas finas,2,2.0,,cebollas pequeñas en rodajas finas,2 cebollas pequenas en rodajas finas,cebollas pequenas en rodajas finas,
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,8,2 cucharadas de mantequilla,2,2.0,cucharadas,mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,9,1 to mate finamente picado,1,1.0,,to mate finamente picado,1 to mate finamente picado,to mate finamente picado,
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,10,3 cucharadas de salsa negra,3,3.0,cucharadas,salsa negra,3 cucharadas de salsa negra,salsa negra,cucharada
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,11,3 cucharadas de vino tinto,3,3.0,cucharadas,vino tinto,3 cucharadas de vino tinto,vino tinto,cucharada
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,1,1 taza de harina de maíz Masarepa,1,1.0,taza,harina de maíz Masarepa,1 taza de harina de maiz masarepa,harina de maiz masarepa,taza
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,2,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,3,½ cucharadita de azúcar,½,0.5,cucharadita,azúcar,1/2 cucharadita de azucar,azucar,cucharadita
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,4,1 taza de agua tibia,1,1.0,taza,agua tibia,1 taza de agua tibia,agua tibia,taza
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,5,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,6,4 huevos,4,4.0,,huevos,4 huevos,huevos,
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,1,1 huevo batido,1,1.0,,huevo batido,1 huevo batido,huevo batido,
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,2,4 cucharadas de harina de trigo para todo uso,4,4.0,cucharadas,harina de trigo para todo uso,4 cucharadas de harina de trigo para todo uso,harina de trigo para todo uso,cucharada
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,3,½ cucharada de sazón con color,½,0.5,cucharada,sazón con color,1/2 cucharada de sazon con color,sazon con color,cucharada
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,4,¼ de taza de leche,¼,0.25,,de taza de leche,1/4 de taza de leche,de taza de leche,
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,5,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,6,4 filetes de bacalao o trucha,4,4.0,,filetes de bacalao o trucha,4 filetes de bacalao o trucha,filetes de bacalao o trucha,
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,7,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,8,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,9,Aceite vegetal o de canola para cocinar el pescado,,,,Aceite vegetal o de canola para cocinar el pescado,aceite vegetal o de canola para cocinar el pescado,aceite vegetal o de canola para cocinar el pescado,
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,1,2 libras de carne de res cortada en cubos,2,2.0,libras,carne de res cortada en cubos,2 libras de carne de res cortada en cubos,carne de res cortada en cubos,libras
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,2,2 cucharadas de aceite vegetal,2,2.0,cucharadas,aceite vegetal,2 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,3,2 cucharadas de harina de trigo,2,2.0,cucharadas,harina de trigo,2 cucharadas de harina de trigo,harina de trigo,cucharada
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,4,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,5,1 taza de cebolla blanca picada,1,1.0,taza,cebolla blanca picada,1 taza de cebolla blanca picada,cebolla blanca picada,taza
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,6,2 zanahorias grandes cortadas en tajadas,2,2.0,,zanahorias grandes cortadas en tajadas,2 zanahorias grandes cortadas en tajadas,zanahorias grandes cortadas en tajadas,
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,7,Sal,,,,Sal,sal,sal,
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,8,4 tazas de caldo de carne,4,4.0,tazas,caldo de carne,4 tazas de caldo de carne,caldo de carne,taza
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,9,1 hoja de laurel,1,1.0,hoja,laurel,1 hoja de laurel,laurel,hoja
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,10,1 taza de salsa de tomate,1,1.0,taza,salsa de tomate,1 taza de salsa de tomate,salsa de tomate,taza
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,11,½ cucharadita de comino en polvo,½,0.5,cucharadita,comino en polvo,1/2 cucharadita de comino en polvo,comino en polvo,cucharadita
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,12,2 papas grandes peladas y cortadas en trozos pequeuños,2,2.0,,papas grandes peladas y cortadas en trozos pequeuños,2 papas grandes peladas y cortadas en trozos pequeunos,papas grandes peladas y cortadas en trozos pequeunos,
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,1,1 muchacho posta o capón de 3 a 4 libras entero,1,1.0,,muchacho posta o capón de 3 a 4 libras entero,1 muchacho posta o capon de 3 a 4 libras entero,muchacho posta o capon de 3 a 4 libras entero,
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,2,4 dientes de ajo,4,4.0,dientes,ajo,4 dientes de ajo,ajo,diente
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,3,1 taza de cebolla picada,1,1.0,taza,cebolla picada,1 taza de cebolla picada,cebolla picada,taza
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,4,2 cebollas largas,2,2.0,,cebollas largas,2 cebollas largas,cebollas largas,
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,5,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,6,2 zanahorias peladas y cortadas en cubitos,2,2.0,,zanahorias peladas y cortadas en cubitos,2 zanahorias peladas y cortadas en cubitos,zanahorias peladas y cortadas en cubitos,
