recipe_id,recipe_title,ingredient_id,original_text,clean_text,ingredient_name_clean,unit_clean,quantity_original,quantity_value,unit_extracted,ingredient_extracted,preparation_state,metric_equivalent_value,metric_equivalent_unit,ingredient_standardized,metric_quantity_value,metric_quantity_unit,conversion_method
86af724a-e16a-11ed-a4ac-a96d6180cd25,Sopa de Plátano,8,¼ de cucharadita de polvo de comino molido,1/4 de cucharadita de polvo de comino molido,de cucharadita de polvo de comino molido,,1/4,0.25,cucharadita,polvo de comino,molido,,,comino,1.25,ml,conversion_directa
86af724a-e16a-11ed-a4ac-a96d6180cd25,Sopa de Plátano,9,2 cucharadas de cilantro para adornar,2 cucharadas de cilantro para adornar,cilantro para adornar,cucharada,2,2.0,cucharadas,cilantro para adornar,,,,cilantro,6.0,g,conversion_volumen_a_gramos_por_densidad
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,1,1 libra de pescado blanco,1 libra de pescado blanco,pescado blanco,libra,1,1.0,libra,pescado blanco,,,,pescado,453.592,g,conversion_directa
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,2,½ cucharadita de comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita,1/2,0.5,cucharadita,comino,molido,,,comino,2.5,ml,conversion_directa
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,3,¼ de cucharadita de chile en polvo opcional,1/4 de cucharadita de chile en polvo opcional,de cucharadita de chile en polvo opcional,,1/4,0.25,cucharadita,chile en polvo,,,,chile en polvo,1.25,ml,conversion_directa
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,4,El jugo de 2 limones dividido,el jugo de 2 limones dividido,el jugo de 2 limones dividido,,1,1.0,unidad,el jugo de 2 limones dividido,,,,jugo de 2 limon dividido,,,sin_conversion
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,5,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,6,8 to rtillas de maíz,8 to rtillas de maiz,to rtillas de maiz,,8,8.0,unidad,to rtillas de maiz,,,,to rtilla de maiz,,,sin_conversion
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,7,2 cucharadas de cilantro fresco picado,2 cucharadas de cilantro fresco picado,cilantro fresco picado,cucharada,2,2.0,cucharadas,cilantro,fresco picado,,,cilantro,6.0,g,conversion_volumen_a_gramos_por_densidad
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,8,2 cucharadas de cebolla picada,2 cucharadas de cebolla picada,cebolla picada,cucharada,2,2.0,cucharadas,cebolla,picada,,,cebolla,19.5,g,conversion_volumen_a_gramos_por_densidad
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,9,1 aguacate pequeño cortado en cubitos,1 aguacate pequeno cortado en cubitos,aguacate pequeno cortado en cubitos,,1,1.0,unidad,aguacate,pequeno cortado en cubitos,,,aguacate,,,sin_conversion
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,10,1 taza de lechuga picada,1 taza de lechuga picada,lechuga picada,taza,1,1.0,taza,lechuga,picada,,,lechuga,240.0,ml,conversion_directa
86af724b-e16a-11ed-a32a-a96d6180cd25,Tacos de Pescado,11,1 cucharada de aceite de oliva,1 cucharada de aceite de oliva,aceite de oliva,cucharada,1,1.0,cucharada,aceite de oliva,,,,aceite de oliva,13.8,g,conversion_volumen_a_gramos_por_densidad
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,1,4 plátanos muy maduros pelados,4 platanos muy maduros pelados,platanos muy maduros pelados,,4,4.0,unidad,platanos muy maduros pelados,,,,platano,720.0,g,conversion_por_peso_unitario
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,2,½ taza de harina para arepas,1/2 taza de harina para arepas,harina para arepas,taza,1/2,0.5,taza,harina para arepas,,,,harina de arepa,66.0,g,conversion_volumen_a_gramos_por_densidad
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,3,6 cucharadas de agua tibia,6 cucharadas de agua tibia,agua tibia,cucharada,6,6.0,cucharadas,agua,tibia,,,agua,90.0,g,conversion_volumen_a_gramos_por_densidad
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,4,⅓ taza de panela rallada o azúcar morena,1/3 taza de panela rallada o azucar morena,panela rallada o azucar morena,taza,1/3,0.3333333333333333,taza,panela o azucar morena,rallada,,,panela o azucar morena,80.0,ml,conversion_directa
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,5,½ taza de mantequilla derretida,1/2 taza de mantequilla derretida,mantequilla derretida,taza,1/2,0.5,taza,mantequilla,derretida,,,mantequilla,115.19999999999999,g,conversion_volumen_a_gramos_por_densidad
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,6,½ taza de queso mozzarella rallado opcional,1/2 taza de queso mozzarella rallado opcional,queso mozzarella rallado opcional,taza,1/2,0.5,taza,queso mozzarella,rallado,,,queso mozzarella,72.0,g,conversion_volumen_a_gramos_por_densidad
86af724c-e16a-11ed-aa78-a96d6180cd25,Envueltos de Plátano Maduro,7,Hojas de plátano cortadas en trozos de aproximadamente de 12 pulgadas de largo o papel de aluminio,hojas de platano cortadas en trozos de aproximadamente de 12 pulgadas de largo o papel de aluminio,hojas de platano cortadas en trozos de aproximadamente de 12 pulgadas de largo o papel de aluminio,,1,1.0,hojas,platano de de 12 pulgadas de largo o papel de aluminio,cortadas en trozos,,,platano,,,sin_conversion
86af724d-e16a-11ed-b080-a96d6180cd25,Arroz con Coco Blanco,1,2 tazas de arroz de grano largo,2 tazas de arroz de grano largo,arroz de grano largo,taza,2,2.0,tazas,arroz de grano largo,,,,arroz de grano largo,480.0,ml,conversion_directa
86af724d-e16a-11ed-b080-a96d6180cd25,Arroz con Coco Blanco,2,4 tazas de leche de coco,4 tazas de leche de coco,leche de coco,taza,4,4.0,tazas,leche de coco,,,,leche de coco,960.0,ml,conversion_directa
86af724d-e16a-11ed-b080-a96d6180cd25,Arroz con Coco Blanco,3,2 cucharadas de azuúcar,2 cucharadas de azuucar,azuucar,cucharada,2,2.0,cucharadas,azuucar,,,,azuucar,30.0,ml,conversion_directa
86af724d-e16a-11ed-b080-a96d6180cd25,Arroz con Coco Blanco,4,1 cucharadita de sal,1 cucharadita de sal,sal,cucharadita,1,1.0,cucharadita,sal,,,,sal,5.0,ml,conversion_directa
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,1,2 plátanos grandes muy maduros,2 platanos grandes muy maduros,platanos grandes muy maduros,,2,2.0,unidad,platanos grandes muy maduros,,,,platano,360.0,g,conversion_por_peso_unitario
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,2,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,1,1.0,unidad,aceite vegetal para freir,,,,aceite vegetal,,,sin_conversion
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,3,8 rebanadas de queso mozzarella 2 pulgadas de espesor,8 rebanadas de queso mozzarella 2 pulgadas de espesor,queso mozzarella 2 pulgadas de espesor,rebanadas,8,8.0,rebanadas,queso mozzarella 2 pulgadas de espesor,,,,queso mozzarella,,,sin_conversion
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,4,2 huevos,2 huevos,huevos,,2,2.0,unidad,huevos,,,,huevo,100.0,g,conversion_por_peso_unitario
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,5,4 cucharadas de harina para todo uso,4 cucharadas de harina para todo uso,harina para todo uso,cucharada,4,4.0,cucharadas,harina para todo uso,,,,harina para todo uso,60.0,ml,conversion_directa
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,6,2 cucharada de azúcar,2 cucharada de azucar,azucar,cucharada,2,2.0,cucharada,azucar,,,,azucar,25.5,g,conversion_volumen_a_gramos_por_densidad
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,7,2 cucharadas de leche,2 cucharadas de leche,leche,cucharada,2,2.0,cucharadas,leche,,,,leche,30.900000000000002,g,conversion_volumen_a_gramos_por_densidad
86af724e-e16a-11ed-af3b-a96d6180cd25,Aborrajados de Platáno Maduro,8,Una pizca de sal,una pizca de sal,una pizca de sal,,1,1.0,pizca,sal,,,,sal,,,sin_conversion
86af724f-e16a-11ed-87ec-a96d6180cd25,Arroz con Coca-Cola,1,1 taza de arroz blanco,1 taza de arroz blanco,arroz blanco,taza,1,1.0,taza,arroz blanco,,,,arroz,192.0,g,conversion_volumen_a_gramos_por_densidad
86af724f-e16a-11ed-87ec-a96d6180cd25,Arroz con Coca-Cola,2,1 ½ taza de coca-cola,1 1/2 taza de coca cola,coca cola,taza,1 1/2,1.5,taza,coca cola,,,,coca cola,360.0,ml,conversion_directa
86af724f-e16a-11ed-87ec-a96d6180cd25,Arroz con Coca-Cola,3,1 taza de agua,1 taza de agua,agua,taza,1,1.0,taza,agua,,,,agua,240.0,g,conversion_volumen_a_gramos_por_densidad
86af724f-e16a-11ed-87ec-a96d6180cd25,Arroz con Coca-Cola,4,1 pastilla de caldo de pollo,1 pastilla de caldo de pollo,pastilla de caldo de pollo,,1,1.0,pastilla,caldo de pollo,,,,caldo de pollo,,,sin_conversion
86af724f-e16a-11ed-87ec-a96d6180cd25,Arroz con Coca-Cola,5,2 cucharada de mantequilla o aceite,2 cucharada de mantequilla o aceite,mantequilla o aceite,cucharada,2,2.0,cucharada,mantequilla o aceite,,,,mantequilla o aceite,30.0,ml,conversion_directa
86af724f-e16a-11ed-87ec-a96d6180cd25,Arroz con Coca-Cola,6,4 cucharadas de cebolla larga picada,4 cucharadas de cebolla larga picada,cebolla larga picada,cucharada,4,4.0,cucharadas,cebolla larga,picada,,,cebolla larga,27.0,g,conversion_volumen_a_gramos_por_densidad
86af7250-e16a-11ed-b144-a96d6180cd25,Papa Salada Colombiana,1,12 papas rojas pequeñas lavadas y sin pelar,12 papas rojas pequenas lavadas y sin pelar,papas rojas pequenas lavadas y sin pelar,,12,12.0,unidad,papas rojas pequenas lavadas y sin pelar,,,,papa,1800.0,g,conversion_por_peso_unitario
86af7250-e16a-11ed-b144-a96d6180cd25,Papa Salada Colombiana,2,2 ½ tazas de agua,2 1/2 tazas de agua,agua,taza,2 1/2,2.5,tazas,agua,,,,agua,600.0,g,conversion_volumen_a_gramos_por_densidad
86af7250-e16a-11ed-b144-a96d6180cd25,Papa Salada Colombiana,3,2 cucharadas de sal,2 cucharadas de sal,sal,cucharada,2,2.0,cucharadas,sal,,,,sal,30.0,ml,conversion_directa
86af7251-e16a-11ed-81b2-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,1,2 plátanos bien maduros pelados y cortados en 4 trozos cada uno,2 platanos bien maduros pelados y cortados en 4 trozos cada uno,platanos bien maduros pelados y cortados en 4 trozos cada uno,,2,2.0,unidad,platanos bien maduros pelados y en 4 cada uno,cortados trozos,,,platano,360.0,g,conversion_por_peso_unitario
86af7251-e16a-11ed-81b2-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,2,½ taza de azúcar morena o panela rallada,1/2 taza de azucar morena o panela rallada,azucar morena o panela rallada,taza,1/2,0.5,taza,azucar morena o panela,rallada,,,azucar morena o panela,120.0,ml,conversion_directa
86af7251-e16a-11ed-81b2-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,3,1 taza de agua,1 taza de agua,agua,taza,1,1.0,taza,agua,,,,agua,240.0,g,conversion_volumen_a_gramos_por_densidad
86af7251-e16a-11ed-81b2-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,4,2 astillas de canela,2 astillas de canela,astillas de canela,,2,2.0,unidad,astillas de canela,,,,astilla de canela,,,sin_conversion
86af7251-e16a-11ed-81b2-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,5,½ cucharada de mantequilla,1/2 cucharada de mantequilla,mantequilla,cucharada,1/2,0.5,cucharada,mantequilla,,,,mantequilla,7.199999999999999,g,conversion_volumen_a_gramos_por_densidad
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,1,4 plátanos muy maduros,4 platanos muy maduros,platanos muy maduros,,4,4.0,unidad,platanos muy maduros,,,,platano,720.0,g,conversion_por_peso_unitario
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,2,1 ½ tazas de aceite vegetal para freír,1 1/2 tazas de aceite vegetal para freir,aceite vegetal para freir,taza,1 1/2,1.5,tazas,aceite vegetal para freir,,,,aceite vegetal,331.2,g,conversion_volumen_a_gramos_por_densidad
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,3,3 huevos batidos,3 huevos batidos,huevos batidos,,3,3.0,unidad,huevos batidos,,,,huevo batido,,,sin_conversion
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,4,½ cucharadita de canela molida,1/2 cucharadita de canela molida,canela molida,cucharadita,1/2,0.5,cucharadita,canela,molida,,,canela,2.5,ml,conversion_directa
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,5,½ taza de leche,1/2 taza de leche,leche,taza,1/2,0.5,taza,leche,,,,leche,123.60000000000001,g,conversion_volumen_a_gramos_por_densidad
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,6,1 cucharadita de azúcar,1 cucharadita de azucar,azucar,cucharadita,1,1.0,cucharadita,azucar,,,,azucar,4.25,g,conversion_volumen_a_gramos_por_densidad
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,7,2 tazas de bocadilllo de guayaba,2 tazas de bocadilllo de guayaba,bocadilllo de guayaba,taza,2,2.0,tazas,bocadilllo de guayaba,,,,bocadilllo de guayaba,480.0,ml,conversion_directa
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,8,2 tazas de queso mozzarella cortado en cubos,2 tazas de queso mozzarella cortado en cubos,queso mozzarella cortado en cubos,taza,2,2.0,tazas,queso mozzarella,cortado en cubos,,,queso mozzarella,288.0,g,conversion_volumen_a_gramos_por_densidad
86af7252-e16a-11ed-82c9-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,9,½ taza de queso mozzarella rallado,1/2 taza de queso mozzarella rallado,queso mozzarella rallado,taza,1/2,0.5,taza,queso mozzarella,rallado,,,queso mozzarella,72.0,g,conversion_volumen_a_gramos_por_densidad
86af7253-e16a-11ed-a986-a96d6180cd25,Arroz con Fideos,1,3 cucharadas de aceite vegetal o de oliva,3 cucharadas de aceite vegetal o de oliva,aceite vegetal o de oliva,cucharada,3,3.0,cucharadas,aceite vegetal o de oliva,,,,aceite vegetal,41.4,g,conversion_volumen_a_gramos_por_densidad
86af7253-e16a-11ed-a986-a96d6180cd25,Arroz con Fideos,2,⅔ taza de pasta de cabello de ángel en pedazos de 1 ½ pulgadas,2/3 taza de pasta de cabello de angel en pedazos de 1 1/2 pulgadas,pasta de cabello de angel en pedazos de 1 1/2 pulgadas,taza,2/3,0.6666666666666666,taza,pasta de cabello de angel en pedazos de 1 1/2 pulgadas,,,,pasta de cabello de angel en pedazo de 1 1 2 pulgada,160.0,ml,conversion_directa
86af7253-e16a-11ed-a986-a96d6180cd25,Arroz con Fideos,3,1 taza de arroz blanco de grano largo,1 taza de arroz blanco de grano largo,arroz blanco de grano largo,taza,1,1.0,taza,arroz blanco de grano largo,,,,arroz de grano largo,240.0,ml,conversion_directa
86af7253-e16a-11ed-a986-a96d6180cd25,Arroz con Fideos,4,2 tazas de agua o 2 tazas de pollo o caldo de verduras,2 tazas de agua o 2 tazas de pollo o caldo de verduras,agua o 2 tazas de pollo o caldo de verduras,taza,2,2.0,tazas,agua o 2 tazas de pollo o caldo de verduras,,,,agua o 2 taza de pollo o caldo de verdura,480.0,ml,conversion_directa
86af7253-e16a-11ed-a986-a96d6180cd25,Arroz con Fideos,5,½ cucharadita de sal,1/2 cucharadita de sal,sal,cucharadita,1/2,0.5,cucharadita,sal,,,,sal,2.5,ml,conversion_directa
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,1,½ taza de lentejas,1/2 taza de lentejas,lentejas,taza,1/2,0.5,taza,lentejas,,,,lenteja,93.60000000000001,g,conversion_volumen_a_gramos_por_densidad
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,2,1 taza de arroz,1 taza de arroz,arroz,taza,1,1.0,taza,arroz,,,,arroz,192.0,g,conversion_volumen_a_gramos_por_densidad
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,3,1 cucharada de aceite de oliva,1 cucharada de aceite de oliva,aceite de oliva,cucharada,1,1.0,cucharada,aceite de oliva,,,,aceite de oliva,13.8,g,conversion_volumen_a_gramos_por_densidad
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,4,¼ de taza de cebolla picada,1/4 de taza de cebolla picada,de taza de cebolla picada,,1/4,0.25,taza,cebolla,picada,,,cebolla,39.0,g,conversion_volumen_a_gramos_por_densidad
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,5,1 diente de ajo triturado,1 diente de ajo triturado,ajo triturado,diente,1,1.0,diente,ajo,triturado,,,ajo,3.0,g,conversion_por_peso_unitario
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,6,1 hoja de laurel,1 hoja de laurel,laurel,hoja,1,1.0,hoja,laurel,,,,laurel,,,sin_conversion
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,7,2 tazas de leche de coco,2 tazas de leche de coco,leche de coco,taza,2,2.0,tazas,leche de coco,,,,leche de coco,480.0,ml,conversion_directa
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,8,2 tazas de agua,2 tazas de agua,agua,taza,2,2.0,tazas,agua,,,,agua,480.0,g,conversion_volumen_a_gramos_por_densidad
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,9,Sal al gusto,sal al gusto,sal al gusto,,1,1.0,unidad,sal,,,,sal,,,sin_conversion
86af7254-e16a-11ed-9454-a96d6180cd25,Arroz con Coco y Lentejas,10,Cilantro fresco para servir,cilantro fresco para servir,cilantro fresco para servir,,1,1.0,unidad,cilantro para servir,fresco,,,cilantro,,,sin_conversion
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,1,3 zanahorias peladas y partidas en rodajas,3 zanahorias peladas y partidas en rodajas,zanahorias peladas y partidas en rodajas,,3,3.0,unidad,zanahorias peladas y partidas,en rodajas,,,zanahoria,210.0,g,conversion_por_peso_unitario
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,2,3 remolachas,3 remolachas,remolachas,,3,3.0,unidad,remolachas,,,,remolacha,,,sin_conversion
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,3,½ cebolla blanca pequeña cortada en rebanadas finas,1/2 cebolla blanca pequena cortada en rebanadas finas,cebolla blanca pequena cortada en rebanadas finas,,1/2,0.5,unidad,cebolla blanca en rebanadas finas,pequena cortada,,,cebolla,50.0,g,conversion_por_peso_unitario
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,4,3 cucharadas de cilantro picado,3 cucharadas de cilantro picado,cilantro picado,cucharada,3,3.0,cucharadas,cilantro,picado,,,cilantro,9.0,g,conversion_volumen_a_gramos_por_densidad
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,5,4 cucharadas de aceite de oliva,4 cucharadas de aceite de oliva,aceite de oliva,cucharada,4,4.0,cucharadas,aceite de oliva,,,,aceite de oliva,55.2,g,conversion_volumen_a_gramos_por_densidad
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,6,2 cucharadas de vinagre blanco,2 cucharadas de vinagre blanco,vinagre blanco,cucharada,2,2.0,cucharadas,vinagre blanco,,,,vinagre,30.0,ml,conversion_directa
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,7,El jugo de 1 limón,el jugo de 1 limon,el jugo de 1 limon,,1,1.0,unidad,el jugo de 1 limon,,,,jugo de 1 limon,,,sin_conversion
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,8,¼ cucharadita de comino molido,1/4 cucharadita de comino molido,comino molido,cucharadita,1/4,0.25,cucharadita,comino,molido,,,comino,1.25,ml,conversion_directa
86af7255-e16a-11ed-8134-a96d6180cd25,Ensalada de Remolacha y Zanahoria,9,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af7256-e16a-11ed-b8e7-a96d6180cd25,Chicharrón Colombiano,1,3 libras de tocino de cerdo carnudos lavados y cortados en trozos,3 libras de tocino de cerdo carnudos lavados y cortados en trozos,tocino de cerdo carnudos lavados y cortados en trozos,libras,3,3.0,libras,tocino de cerdo carnudos lavados y,cortados en trozos,,,tocino de cerdo carnudo,1360.7759999999998,g,conversion_directa
86af7256-e16a-11ed-b8e7-a96d6180cd25,Chicharrón Colombiano,2,1 cucharadita de polvo de hornear,1 cucharadita de polvo de hornear,polvo de hornear,cucharadita,1,1.0,cucharadita,polvo de hornear,,,,polvo de hornear,5.0,ml,conversion_directa
86af7256-e16a-11ed-b8e7-a96d6180cd25,Chicharrón Colombiano,3,¼ de cucharadita de bicarbonato de soda,1/4 de cucharadita de bicarbonato de soda,de cucharadita de bicarbonato de soda,,1/4,0.25,cucharadita,bicarbonato de soda,,,,bicarbonato de soda,1.25,ml,conversion_directa
86af7256-e16a-11ed-b8e7-a96d6180cd25,Chicharrón Colombiano,4,½ cucharadita de sal,1/2 cucharadita de sal,sal,cucharadita,1/2,0.5,cucharadita,sal,,,,sal,2.5,ml,conversion_directa
86af7256-e16a-11ed-b8e7-a96d6180cd25,Chicharrón Colombiano,5,2 tazas de agua,2 tazas de agua,agua,taza,2,2.0,tazas,agua,,,,agua,480.0,g,conversion_volumen_a_gramos_por_densidad
86af7257-e16a-11ed-b66b-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,1,4 plátanos bien maduros,4 platanos bien maduros,platanos bien maduros,,4,4.0,unidad,platanos bien maduros,,,,platano,720.0,g,conversion_por_peso_unitario
86af7257-e16a-11ed-b66b-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,2,1 cucharada de mantequilla derretida,1 cucharada de mantequilla derretida,mantequilla derretida,cucharada,1,1.0,cucharada,mantequilla,derretida,,,mantequilla,14.399999999999999,g,conversion_volumen_a_gramos_por_densidad
86af7257-e16a-11ed-b66b-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,3,4 rebanadas de bocadillo de guayaba,4 rebanadas de bocadillo de guayaba,bocadillo de guayaba,rebanadas,4,4.0,rebanadas,bocadillo de guayaba,,,,bocadillo de guayaba,,,sin_conversion
86af7257-e16a-11ed-b66b-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,4,4 rebanadas de queso mozzarella o queso blanco,4 rebanadas de queso mozzarella o queso blanco,queso mozzarella o queso blanco,rebanadas,4,4.0,rebanadas,queso mozzarella o queso blanco,,,,queso mozzarella,,,sin_conversion
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,1,1 cabeza de lechuga romana picada,1 cabeza de lechuga romana picada,cabeza de lechuga romana picada,,1,1.0,unidad,cabeza de lechuga romana,picada,,,cabeza de lechuga romana,,,sin_conversion
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,2,2 tomates maduros en rodajas,2 tomates maduros en rodajas,tomates maduros en rodajas,,2,2.0,unidad,tomates maduros,en rodajas,,,tomate,240.0,g,conversion_por_peso_unitario
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,3,1 aguacate pelado y en rodajas,1 aguacate pelado y en rodajas,aguacate pelado y en rodajas,,1,1.0,unidad,aguacate y,pelado en rodajas,,,aguacate,,,sin_conversion
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,4,Media cebolla roja cortada en tajadas delgadas,media cebolla roja cortada en tajadas delgadas,media cebolla roja cortada en tajadas delgadas,,1/2,0.5,unidad,cebolla roja en tajadas delgadas,cortada,,,cebolla,50.0,g,conversion_por_peso_unitario
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,5,¼ taza de cilantro fresco picado,1/4 taza de cilantro fresco picado,cilantro fresco picado,taza,1/4,0.25,taza,cilantro,fresco picado,,,cilantro,12.0,g,conversion_volumen_a_gramos_por_densidad
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,6,1 pepino en rodajas,1 pepino en rodajas,pepino en rodajas,,1,1.0,unidad,pepino,en rodajas,,,pepino,,,sin_conversion
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,7,3 cucharadas de vinagre blanco,3 cucharadas de vinagre blanco,vinagre blanco,cucharada,3,3.0,cucharadas,vinagre blanco,,,,vinagre,45.0,ml,conversion_directa
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,8,El jugo de 4 limones,el jugo de 4 limones,el jugo de 4 limones,,1,1.0,unidad,el jugo de 4 limones,,,,jugo de 4 limon,,,sin_conversion
86af7258-e16a-11ed-ad35-a96d6180cd25,Ensalada Simple,9,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af7259-e16a-11ed-8379-a96d6180cd25,Ensalada de Aguacate y Tomate,1,"2 tomates maduros grandes, cortado en rodajas","2 tomates maduros grandes, cortado en rodajas","tomates maduros grandes, cortado en rodajas",,2,2.0,unidad,"tomates maduros grandes,",cortado en rodajas,,,tomate,240.0,g,conversion_por_peso_unitario
86af7259-e16a-11ed-8379-a96d6180cd25,Ensalada de Aguacate y Tomate,2,"½ cebolla roja pequeña, cortada en rodajas finas","1/2 cebolla roja pequena, cortada en rodajas finas","cebolla roja pequena, cortada en rodajas finas",,1/2,0.5,unidad,"cebolla roja pequena, finas",cortada en rodajas,,,cebolla,50.0,g,conversion_por_peso_unitario
86af7259-e16a-11ed-8379-a96d6180cd25,Ensalada de Aguacate y Tomate,3,"1 pepino, cortado en rodajas","1 pepino, cortado en rodajas","pepino, cortado en rodajas",,1,1.0,unidad,"pepino,",cortado en rodajas,,,pepino,,,sin_conversion
86af7259-e16a-11ed-8379-a96d6180cd25,Ensalada de Aguacate y Tomate,4,"2 aguacates pequeños, cortado en cubos","2 aguacates pequenos, cortado en cubos","aguacates pequenos, cortado en cubos",,2,2.0,unidad,"aguacates pequenos,",cortado en cubos,,,aguacat,,,sin_conversion
86af7259-e16a-11ed-8379-a96d6180cd25,Ensalada de Aguacate y Tomate,5,2 limones,2 limones,limones,,2,2.0,unidad,limones,,,,limon,,,sin_conversion
86af7259-e16a-11ed-8379-a96d6180cd25,Ensalada de Aguacate y Tomate,6,3 cucharadas de vinagre blanco,3 cucharadas de vinagre blanco,vinagre blanco,cucharada,3,3.0,cucharadas,vinagre blanco,,,,vinagre,45.0,ml,conversion_directa
