recipe_id,recipe_title,ingredient_id,original_text,clean_text,ingredient_name_clean,unit_clean,quantity_original,quantity_value,unit_extracted,ingredient_extracted,preparation_state,metric_equivalent_value,metric_equivalent_unit,ingredient_standardized,metric_quantity_value,metric_quantity_unit,conversion_method
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,1,1 taza de harina de arepa blanca o amarilla,1 taza de harina de arepa blanca o amarilla,harina de arepa blanca o amarilla,taza,1,1.0,taza,harina de arepa blanca o amarilla,,,,harina de arepa,132.0,g,conversion_volumen_a_gramos_por_densidad
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,2,1 taza de agua tibia,1 taza de agua tibia,agua tibia,taza,1,1.0,taza,agua,tibia,,,agua,240.0,g,conversion_volumen_a_gramos_por_densidad
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,3,⅓ taza de queso mozzarella o queso blanco rallado,1/3 taza de queso mozzarella o queso blanco rallado,queso mozzarella o queso blanco rallado,taza,1/3,0.3333333333333333,taza,queso mozzarella o queso blanco,rallado,,,queso mozzarella,48.0,g,conversion_volumen_a_gramos_por_densidad
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,4,2 cucharadas de mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada,2,2.0,cucharadas,mantequilla,,,,mantequilla,28.799999999999997,g,conversion_volumen_a_gramos_por_densidad
86af61e4-e16a-11ed-9591-a96d6180cd25,Arepas de Queso,5,Sal,sal,sal,,1,1.0,unidad,sal,,,,sal,,,sin_conversion
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,1,8 muslos de pollo sin la piel,8 muslos de pollo sin la piel,muslos de pollo sin la piel,,8,8.0,unidad,muslos de pollo sin la piel,,,,pollo,960.0,g,conversion_por_peso_unitario
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,2,1 cucharada de aceite vegetal,1 cucharada de aceite vegetal,aceite vegetal,cucharada,1,1.0,cucharada,aceite vegetal,,,,aceite vegetal,13.8,g,conversion_volumen_a_gramos_por_densidad
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,3,½ taza de cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza,1/2,0.5,taza,cebolla,picada,,,cebolla,78.0,g,conversion_volumen_a_gramos_por_densidad
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,4,½ de taza de pimientón rojo picado,1/2 de taza de pimienton rojo picado,de taza de pimienton rojo picado,,1/2,0.5,taza,pimienton rojo,picado,,,pimienton rojo,120.0,ml,conversion_directa
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,5,1 diente de ajo picado,1 diente de ajo picado,ajo picado,diente,1,1.0,diente,ajo,picado,,,ajo,3.0,g,conversion_por_peso_unitario
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,6,2 tazas de tomate picado,2 tazas de tomate picado,tomate picado,taza,2,2.0,tazas,tomate,picado,,,tomate,312.0,g,conversion_volumen_a_gramos_por_densidad
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,7,1 cucharada de Sazón con azafran,1 cucharada de sazon con azafran,sazuon con azafran,cucharada,1,1.0,cucharada,sazon con azafran,,,,sazon,15.0,ml,conversion_directa
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,8,½ cucharadita de comino en polvo,1/2 cucharadita de comino en polvo,comino en polvo,cucharadita,1/2,0.5,cucharadita,comino en polvo,,,,comino,2.5,ml,conversion_directa
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,9,½ de taza de cilantro fresco picado,1/2 de taza de cilantro fresco picado,de taza de cilantro fresco picado,,1/2,0.5,taza,cilantro,fresco picado,,,cilantro,24.0,g,conversion_volumen_a_gramos_por_densidad
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,10,½ de cucharadita de sal,1/2 de cucharadita de sal,de cucharadita de sal,,1/2,0.5,cucharadita,sal,,,,sal,2.5,ml,conversion_directa
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,11,½ cucharadita de pimienta,1/2 cucharadita de pimienta,pimienta,cucharadita,1/2,0.5,cucharadita,pimienta,,,,pimienta,2.5,ml,conversion_directa
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,12,8 papas pequeñas amarillas peladas y cortadas por la mitad,8 papas pequenas amarillas peladas y cortadas por la mitad,papas pequeunas amarillas peladas y cortadas por la mitad,,8,8.0,unidad,papas pequenas amarillas peladas y por la,cortadas mitad,,,papa,1200.0,g,conversion_por_peso_unitario
86af61e5-e16a-11ed-abef-a96d6180cd25,Sudado de Pollo,13,3 tazas de caldo de pollo,3 tazas de caldo de pollo,caldo de pollo,taza,3,3.0,tazas,caldo de pollo,,,,caldo de pollo,720.0,ml,conversion_directa
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,1,1 taza de cebolla picada,1 taza de cebolla picada,cebolla picada,taza,1,1.0,taza,cebolla,picada,,,cebolla,156.0,g,conversion_volumen_a_gramos_por_densidad
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,2,1 pimientón rojo finamente picado,1 pimienton rojo finamente picado,pimienton rojo finamente picado,,1,1.0,unidad,pimienton rojo,finamente picado,,,pimienton rojo,,,sin_conversion
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,3,4 dientes de ajo picados,4 dientes de ajo picados,ajo picados,diente,4,4.0,dientes,ajo,picados,,,ajo,12.0,g,conversion_por_peso_unitario
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,4,1 cucharadita de comino molido,1 cucharadita de comino molido,comino molido,cucharadita,1,1.0,cucharadita,comino,molido,,,comino,5.0,ml,conversion_directa
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,5,Un cuarto de cucharadita de achiote,un cuarto de cucharadita de achiote,un cuarto de cucharadita de achiote,,1,1.0,unidad,cuarto de cucharadita de achiote,,,,achiote,,,sin_conversion
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,6,3 mazorcas de maíz cortado en 3 piezas,3 mazorcas de maiz cortado en 3 piezas,mazorcas de maiz cortado en 3 piezas,,3,3.0,unidad,mazorcas de maiz en 3 piezas,cortado,,,mazorca de maiz en 3 pieza,,,sin_conversion
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,7,12 tazas de agua o más si es necesario,12 tazas de agua o mas si es necesario,agua o mas si es necesario,taza,12,12.0,tazas,agua o mas si es necesario,,,,agua o mas si es necesario,2880.0,ml,conversion_directa
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,8,8 piezas de pollo,8 piezas de pollo,piezas de pollo,,8,8.0,piezas,pollo,,,,pollo,960.0,g,conversion_por_peso_unitario
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,9,1 libra de carne de cerdo o costillas de cerdo,1 libra de carne de cerdo o costillas de cerdo,carne de cerdo o costillas de cerdo,libra,1,1.0,libra,carne de cerdo o costillas de cerdo,,,,carne de cerdo,453.592,g,conversion_directa
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,10,1 libra de carne de res cortada en trozos,1 libra de carne de res cortada en trozos,carne de res cortada en trozos,libra,1,1.0,libra,carne de res,cortada en trozos,,,carne de res,453.592,g,conversion_directa
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,11,2 plátanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,2 platanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,platanos verdes pelados y cortados transversalmente en pedazos de 2 pulgadas,,2,2.0,unidad,platanos verdes pelados y transversalmente en pedazos de 2 pulgadas,cortados,,,platano,360.0,g,conversion_por_peso_unitario
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,12,4 papas blancas medianas peladas y cortadas por la mitad,4 papas blancas medianas peladas y cortadas por la mitad,papas blancas medianas peladas y cortadas por la mitad,,4,4.0,unidad,papas blancas medianas peladas y por la,cortadas mitad,,,papa,600.0,g,conversion_por_peso_unitario
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,13,1 libra de yuca en trozos grandes,1 libra de yuca en trozos grandes,yuca en trozos grandes,libra,1,1.0,libra,yuca grandes,en trozos,,,yuca,453.592,g,conversion_directa
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,14,Un cuarto de taza de cilantro fresco picado,un cuarto de taza de cilantro fresco picado,un cuarto de taza de cilantro fresco picado,,1,1.0,unidad,cuarto de taza de cilantro,fresco picado,,,cilantro,,,sin_conversion
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,15,Un cuarto de cucharadita de pimienta molida,un cuarto de cucharadita de pimienta molida,un cuarto de cucharadita de pimienta molida,,1,1.0,unidad,cuarto de cucharadita de pimienta,molida,,,cuarto de cucharadita de pimienta,,,sin_conversion
86af61e6-e16a-11ed-bcf5-a96d6180cd25,Sancocho Trifásico,16,1 cucharadita de sal,1 cucharadita de sal,sal,cucharadita,1,1.0,cucharadita,sal,,,,sal,5.0,ml,conversion_directa
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,1,"1 posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas","1 posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas","posta o muchacho de 3 a 4 libras, cortada en rodajas gruesas",,1,1.0,unidad,"posta o muchacho de 3 a 4 libras, gruesas",cortada en rodajas,,,posta o muchacho de 3 a 4 libra gruesa,,,sin_conversion
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,2,2 tazas de caldo de carne,2 tazas de caldo de carne,caldo de carne,taza,2,2.0,tazas,caldo de carne,,,,caldo de carne,480.0,ml,conversion_directa
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,3,3 tazas de agua,3 tazas de agua,agua,taza,3,3.0,tazas,agua,,,,agua,720.0,g,conversion_volumen_a_gramos_por_densidad
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,4,1 taza de salsa de aliños ver la receta aquí,1 taza de salsa de alinos ver la receta aqui,salsa de alinos ver la receta aqui,taza,1,1.0,taza,salsa de alinos ver la receta aqui,,,,salsa de alino ver la receta aqui,240.0,ml,conversion_directa
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,5,2 tazas de tomate picado,2 tazas de tomate picado,tomate picado,taza,2,2.0,tazas,tomate,picado,,,tomate,312.0,g,conversion_volumen_a_gramos_por_densidad
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,6,1 cucharadita de comino en polvo,1 cucharadita de comino en polvo,comino en polvo,cucharadita,1,1.0,cucharadita,comino en polvo,,,,comino,5.0,ml,conversion_directa
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,7,½ cucharadita de sazón con el color,1/2 cucharadita de sazon con el color,sazon con el color,cucharadita,1/2,0.5,cucharadita,sazon con el color,,,,sazon,2.5,ml,conversion_directa
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,8,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,9,8 papas pequeñas enteras peladas,8 papas pequenas enteras peladas,papas pequenas enteras peladas,,8,8.0,unidad,papas pequenas enteras peladas,,,,papa,1200.0,g,conversion_por_peso_unitario
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,10,½ libra de yuca fresca o congelada,1/2 libra de yuca fresca o congelada,yuca fresca o congelada,libra,1/2,0.5,libra,yuca o congelada,fresca,,,yuca,226.796,g,conversion_directa
86af61e7-e16a-11ed-8914-a96d6180cd25,Sudado de Posta o Muchacho,11,Cilantro fresco,cilantro fresco,cilantro fresco,,1,1.0,unidad,cilantro,fresco,,,cilantro,,,sin_conversion
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,1,1 cucharadita de aceite vegetal,1 cucharadita de aceite vegetal,aceite vegetal,cucharadita,1,1.0,cucharadita,aceite vegetal,,,,aceite vegetal,4.6000000000000005,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,2,1 taza de chorizo en rodajas,1 taza de chorizo en rodajas,chorizo en rodajas,taza,1,1.0,taza,chorizo,en rodajas,,,chorizo,240.0,ml,conversion_directa
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,3,½ taza de cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza,1/2,0.5,taza,cebolla,picada,,,cebolla,78.0,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,4,1 diente de ajo picado,1 diente de ajo picado,ajo picado,diente,1,1.0,diente,ajo,picado,,,ajo,3.0,g,conversion_por_peso_unitario
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,5,½ taza de cebolla larga picada,1/2 taza de cebolla larga picada,cebolla larga picada,taza,1/2,0.5,taza,cebolla larga,picada,,,cebolla larga,54.0,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,6,½ taza de tomates picados,1/2 taza de tomates picados,tomates picados,taza,1/2,0.5,taza,tomates,picados,,,tomate,78.0,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,7,5 tazas de agua,5 tazas de agua,agua,taza,5,5.0,tazas,agua,,,,agua,1200.0,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,8,1 taza de lentejas,1 taza de lentejas,lentejas,taza,1,1.0,taza,lentejas,,,,lenteja,187.20000000000002,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,9,½ cucharadita de sal,1/2 cucharadita de sal,sal,cucharadita,1/2,0.5,cucharadita,sal,,,,sal,2.5,ml,conversion_directa
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,10,½ cucharadita de pimienta,1/2 cucharadita de pimienta,pimienta,cucharadita,1/2,0.5,cucharadita,pimienta,,,,pimienta,2.5,ml,conversion_directa
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,11,½ taza de zanahorias ralladas,1/2 taza de zanahorias ralladas,zanahorias ralladas,taza,1/2,0.5,taza,zanahorias ralladas,,,,zanahoria,78.0,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,12,½ taza de papas cortadas en trozos,1/2 taza de papas cortadas en trozos,papas cortadas en trozos,taza,1/2,0.5,taza,papas,cortadas en trozos,,,papa,84.0,g,conversion_volumen_a_gramos_por_densidad
86af71bc-e16a-11ed-b130-a96d6180cd25,Sopa de Lentejas Colombiana,13,½ cucharadita de comino en polvo,1/2 cucharadita de comino en polvo,comino en polvo,cucharadita,1/2,0.5,cucharadita,comino en polvo,,,,comino,2.5,ml,conversion_directa
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,1,4 cucharadas de aceite de oliva,4 cucharadas de aceite de oliva,aceite de oliva,cucharada,4,4.0,cucharadas,aceite de oliva,,,,aceite de oliva,55.2,g,conversion_volumen_a_gramos_por_densidad
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,2,4 dientes de ajo finamente picados,4 dientes de ajo finamente picados,ajo finamente picados,diente,4,4.0,dientes,ajo,finamente picados,,,ajo,12.0,g,conversion_por_peso_unitario
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,3,1 cucharaditas de hojuelas de pimientón rojo,1 cucharaditas de hojuelas de pimienton rojo,hojuelas de pimienton rojo,cucharadita,1,1.0,cucharaditas,hojuelas de pimienton rojo,,,,pimienton rojo,5.0,ml,conversion_directa
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,4,1 cucharadita de comino molido,1 cucharadita de comino molido,comino molido,cucharadita,1,1.0,cucharadita,comino,molido,,,comino,5.0,ml,conversion_directa
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,5,1 libra de camarones pelados y limpios,1 libra de camarones pelados y limpios,camarones pelados y limpios,libra,1,1.0,libra,camarones pelados y limpios,,,,camaron,453.592,g,conversion_directa
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,6,1 taza de cilantro fresco,1 taza de cilantro fresco,cilantro fresco,taza,1,1.0,taza,cilantro,fresco,,,cilantro,48.0,g,conversion_volumen_a_gramos_por_densidad
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,7,2 cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,,2,2.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,8,2 tazas de crema de leche,2 tazas de crema de leche,crema de leche,taza,2,2.0,tazas,crema de leche,,,,crema de leche,480.0,g,conversion_volumen_a_gramos_por_densidad
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,9,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,1,"2 libras de carne de bistec falda, cortado en 4 porciones iguales","2 libras de carne de bistec falda, cortado en 4 porciones iguales","carne de bistec falda, cortado en 4 porciones iguales",libras,2,2.0,libras,"carne de bistec falda, en 4 porciones iguales",cortado,,,carne de bistec falda en 4 porcion igual,907.184,g,conversion_directa
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,2,1 ½ cucharadas de aceite vegetal,1 1/2 cucharadas de aceite vegetal,aceite vegetal,cucharada,1 1/2,1.5,cucharadas,aceite vegetal,,,,aceite vegetal,20.7,g,conversion_volumen_a_gramos_por_densidad
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,3,2 dientes de ajo picados,2 dientes de ajo picados,ajo picados,diente,2,2.0,dientes,ajo,picados,,,ajo,6.0,g,conversion_por_peso_unitario
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,4,½ cucharada de mostaza,1/2 cucharada de mostaza,mostaza,cucharada,1/2,0.5,cucharada,mostaza,,,,mostaza,7.5,ml,conversion_directa
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,5,1 cucharada de comino molido,1 cucharada de comino molido,comino molido,cucharada,1,1.0,cucharada,comino,molido,,,comino,15.0,ml,conversion_directa
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,6,Sal y pimienta negra,sal y pimienta negra,sal y pimienta negra,,1,1.0,unidad,sal y pimienta negra,,,,sal y pimienta negra,,,sin_conversion
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,7,2 cucharadas de cilantro fresco picado,2 cucharadas de cilantro fresco picado,cilantro fresco picado,cucharada,2,2.0,cucharadas,cilantro,fresco picado,,,cilantro,6.0,g,conversion_volumen_a_gramos_por_densidad
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,8,2 tazas de hogao ver la receta aquí,2 tazas de hogao ver la receta aqui,hogao ver la receta aqui,taza,2,2.0,tazas,hogao ver la receta aqui,,,,hogao ver la receta aqui,480.0,ml,conversion_directa
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,1,1 libra de yuca cocida,1 libra de yuca cocida,yuca cocida,libra,1,1.0,libra,yuca,cocida,,,yuca,453.592,g,conversion_directa
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,2,Media taza de Masarepa,media taza de masarepa,media taza de masarepa,,1/2,0.5,taza,masarepa,,,,harina de arepa,66.0,g,conversion_volumen_a_gramos_por_densidad
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,3,2 cucharadas de leche,2 cucharadas de leche,leche,cucharada,2,2.0,cucharadas,leche,,,,leche,30.900000000000002,g,conversion_volumen_a_gramos_por_densidad
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,4,2 cucharadas de mantequilla derretida,2 cucharadas de mantequilla derretida,mantequilla derretida,cucharada,2,2.0,cucharadas,mantequilla,derretida,,,mantequilla,28.799999999999997,g,conversion_volumen_a_gramos_por_densidad
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,5,Un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,,1,1.0,unidad,cuarto de taza de queso mozzarella o queso blanco,rallado,,,queso mozzarella,,,sin_conversion
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,6,Sal al gusto,sal al gusto,sal al gusto,,1,1.0,unidad,sal,,,,sal,,,sin_conversion
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,7,Mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,,1,1.0,unidad,mantequilla para cocinar las arepas,,,,mantequilla para cocinar las arepa,,,sin_conversion
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,1,1 taza de salsa de aliños ver receta aquí,1 taza de salsa de alinos ver receta aqui,salsa de alinos ver receta aqui,taza,1,1.0,taza,salsa de alinos ver receta aqui,,,,salsa de alino ver receta aqui,240.0,ml,conversion_directa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,2,2 zanahorias grandes peladas y cortadas en cubitos,2 zanahorias grandes peladas y cortadas en cubitos,zanahorias grandes peladas y cortadas en cubitos,,2,2.0,unidad,zanahorias grandes peladas y,cortadas en cubitos,,,zanahoria,140.0,g,conversion_por_peso_unitario
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,3,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,4,1 libra de carne de res cortada en trozos,1 libra de carne de res cortada en trozos,carne de res cortada en trozos,libra,1,1.0,libra,carne de res,cortada en trozos,,,carne de res,453.592,g,conversion_directa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,5,½ libra de lentejas lavadas,1/2 libra de lentejas lavadas,lentejas lavadas,libra,1/2,0.5,libra,lentejas lavadas,,,,lenteja,226.796,g,conversion_directa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,6,8 tazas de caldo de carne,8 tazas de caldo de carne,caldo de carne,taza,8,8.0,tazas,caldo de carne,,,,caldo de carne,1920.0,ml,conversion_directa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,7,½ cucharadita de achiote molido o color,1/2 cucharadita de achiote molido o color,achiote molido o color,cucharadita,1/2,0.5,cucharadita,achiote o color,molido,,,achiote,2.5,ml,conversion_directa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,8,1 cucharadita de comino molido,1 cucharadita de comino molido,comino molido,cucharadita,1,1.0,cucharadita,comino,molido,,,comino,5.0,ml,conversion_directa
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,9,3 papas blancas medianas peladas y en cubitos,3 papas blancas medianas peladas y en cubitos,papas blancas medianas peladas y en cubitos,,3,3.0,unidad,papas blancas medianas peladas y,en cubitos,,,papa,450.0,g,conversion_por_peso_unitario
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,10,¼ taza de cilantro fresco picado,1/4 taza de cilantro fresco picado,cilantro fresco picado,taza,1/4,0.25,taza,cilantro,fresco picado,,,cilantro,12.0,g,conversion_volumen_a_gramos_por_densidad
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,1,2 libras de carne de falda o filete,2 libras de carne de falda o filete,carne de falda o filete,libras,2,2.0,libras,carne de falda o,filete,,,carne de falda,907.184,g,conversion_directa
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,2,3 dientes de ajo picados,3 dientes de ajo picados,ajo picados,diente,3,3.0,dientes,ajo,picados,,,ajo,9.0,g,conversion_por_peso_unitario
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,3,Aceite de oliva,aceite de oliva,aceite de oliva,,1,1.0,unidad,aceite de oliva,,,,aceite de oliva,,,sin_conversion
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,4,1 cucharadita de mostaza,1 cucharadita de mostaza,mostaza,cucharadita,1,1.0,cucharadita,mostaza,,,,mostaza,5.0,ml,conversion_directa
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,5,1 cucharada de comino,1 cucharada de comino,comino,cucharada,1,1.0,cucharada,comino,,,,comino,15.0,ml,conversion_directa
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,6,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,7,2 cebollas pequeñas en rodajas finas,2 cebollas pequenas en rodajas finas,cebollas pequenas en rodajas finas,,2,2.0,unidad,cebollas pequenas finas,en rodajas,,,cebolla,200.0,g,conversion_por_peso_unitario
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,8,2 cucharadas de mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada,2,2.0,cucharadas,mantequilla,,,,mantequilla,28.799999999999997,g,conversion_volumen_a_gramos_por_densidad
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,9,1 to mate finamente picado,1 to mate finamente picado,to mate finamente picado,,1,1.0,unidad,to mate,finamente picado,,,to mate,,,sin_conversion
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,10,3 cucharadas de salsa negra,3 cucharadas de salsa negra,salsa negra,cucharada,3,3.0,cucharadas,salsa negra,,,,salsa negra,45.0,ml,conversion_directa
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,11,3 cucharadas de vino tinto,3 cucharadas de vino tinto,vino tinto,cucharada,3,3.0,cucharadas,vino tinto,,,,vino tinto,45.0,ml,conversion_directa
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,1,1 taza de harina de maíz Masarepa,1 taza de harina de maiz masarepa,harina de maiz masarepa,taza,1,1.0,taza,harina de maiz masarepa,,,,harina de arepa,132.0,g,conversion_volumen_a_gramos_por_densidad
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,2,½ cucharadita de sal,1/2 cucharadita de sal,sal,cucharadita,1/2,0.5,cucharadita,sal,,,,sal,2.5,ml,conversion_directa
