receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,cantidad_min,cantidad_max,unidad,ingrediente_nombre,tcac_alimento_codigo,tcac_alimento_nombre,match_method,match_score,cantidad_gramos_est
86af9a2a-e16a-11ed-993f-a96d6180cd25,Salpicón de Frutas Colombiano,1,"6 tazas de de fruta fresca surtida como piña, papaya, sandía, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequeños.",6,6.0,,,tazas,"de fruta fresca surtida como piña, papaya, sandía, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequeños.",,,,,
86af9a2a-e16a-11ed-993f-a96d6180cd25,Salpicón de Frutas Colombiano,2,4 tazas de jugo de sandía o Colombiana.,4,4.0,,,tazas,jugo de sandía o Colombiana.,,,,,
86af9a2a-e16a-11ed-993f-a96d6180cd25,Salpicón de Frutas Colombiano,3,Helado de vainilla para servir opcional,,,,,,Helado de vainilla para servir opcional,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,1,4 bananos firmes y pelados,4,4.0,,,,bananos firmes y pelados,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,2,1 cucharada de mantequilla,1,1.0,,,cucharada,mantequilla,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,3,4 cucharadas de azuúcar morena o panela,4,4.0,,,cucharadas,azuúcar morena o panela,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,4,1 cucharada de ralladura de naranja,1,1.0,,,cucharada,ralladura de naranja,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,5,½ taza de jugo de naranja natural,½,0.5,,,taza,jugo de naranja natural,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,6,2 cucharadas de agua,2,2.0,,,cucharadas,agua,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,7,1 astilla de canela,1,1.0,,,,astilla de canela,,,,,
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,8,Helado de vainilla para servir,,,,,,Helado de vainilla para servir,,,,,
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,1,3 libras de tocino de cerdo carnudos lavados y cortados en trozos,3,3.0,,,libras,tocino de cerdo carnudos lavados y cortados en trozos,,,,,
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,2,1 cucharadita de polvo de hornear,1,1.0,,,cucharadita,polvo de hornear,,,,,
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,3,¼ de cucharadita de bicarbonato de soda,¼,0.25,,,,de cucharadita de bicarbonato de soda,,,,,
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,4,½ cucharadita de sal,½,0.5,,,cucharadita,sal,,,,,
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,5,2 tazas de agua,2,2.0,,,tazas,agua,,,,,
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,1,4 plátanos bien maduros,4,4.0,,,,plátanos bien maduros,,,,,
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,2,1 cucharada de mantequilla derretida,1,1.0,,,cucharada,mantequilla derretida,,,,,
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,3,4 rebanadas de bocadillo de guayaba,4,4.0,,,rebanadas,bocadillo de guayaba,,,,,
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,4,4 rebanadas de queso mozzarella o queso blanco,4,4.0,,,rebanadas,queso mozzarella o queso blanco,,,,,
86af9a2e-e16a-11ed-af70-a96d6180cd25,Patacones o Tostones,1,2 plátanos verdes,2,2.0,,,,plátanos verdes,,,,,
86af9a2e-e16a-11ed-af70-a96d6180cd25,Patacones o Tostones,2,Aceite vegetal para freír,,,,,,Aceite vegetal para freír,,,,,
86af9a2e-e16a-11ed-af70-a96d6180cd25,Patacones o Tostones,3,Sal al gusto,,,,,,Sal al gusto,,,,,
86af9a2f-e16a-11ed-988a-a96d6180cd25,Yuca Frita,1,2 libras yuca fresca o congelada,2,2.0,,,libras,yuca fresca o congelada,,,,,
86af9a2f-e16a-11ed-988a-a96d6180cd25,Yuca Frita,2,Aceite para freir,,,,,,Aceite para freir,,,,,
86af9a2f-e16a-11ed-988a-a96d6180cd25,Yuca Frita,3,½ cucharada de sal,½,0.5,,,cucharada,sal,,,,,
86af9a30-e16a-11ed-8a3a-a96d6180cd25,Buñuelos de Plátano Maduro,1,3 plátanos grandes maduros,3,3.0,,,,plátanos grandes maduros,,,,,
86af9a30-e16a-11ed-8a3a-a96d6180cd25,Buñuelos de Plátano Maduro,2,⅓ taza de queso mozarella o blanco cortado en cubitos,⅓,0.3333333333,,,taza,queso mozarella o blanco cortado en cubitos,,,,,
86af9a30-e16a-11ed-8a3a-a96d6180cd25,Buñuelos de Plátano Maduro,3,⅓ de taza de pasta de guayaba cortada en cubitos,⅓,0.3333333333,,,,de taza de pasta de guayaba cortada en cubitos,,,,,
86af9a30-e16a-11ed-8a3a-a96d6180cd25,Buñuelos de Plátano Maduro,4,Aceite vegetal para freír,,,,,,Aceite vegetal para freír,,,,,
86af9a30-e16a-11ed-8a3a-a96d6180cd25,Buñuelos de Plátano Maduro,5,Azúcar para decorar opcional,,,,,,Azúcar para decorar opcional,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,1,1 libra de camarones grandes pelados y limpios,1,1.0,,,libra,camarones grandes pelados y limpios,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,2,1 aguacate pequeño maduro cortado en trozos de ½ pulgada,1,1.0,,,,aguacate pequeño maduro cortado en trozos de ½ pulgada,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,3,⅓ de taza de salsa rosada,⅓,0.3333333333,,,,de taza de salsa rosada,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,4,¼ de taza tomate picado,¼,0.25,,,,de taza tomate picado,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,5,4 cucharadas de jugo de limón,4,4.0,,,cucharadas,jugo de limón,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,6,2 cucharadas de cebolla roja picada,2,2.0,,,cucharadas,cebolla roja picada,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,7,¼ de cucharadita de sal,¼,0.25,,,,de cucharadita de sal,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,8,¼ de cucharadita de pimienta,¼,0.25,,,,de cucharadita de pimienta,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,9,1 cucharada de cilantro fresco picado,1,1.0,,,cucharada,cilantro fresco picado,,,,,
86af9a31-e16a-11ed-aca6-a96d6180cd25,Patacones con Camarón y Aguacate,10,Patacones para servir,,,,,,Patacones para servir,,,,,
86af9a32-e16a-11ed-b406-a96d6180cd25,Plátanitos,1,2 plátanos verdes,2,2.0,,,,plátanos verdes,,,,,
86af9a32-e16a-11ed-b406-a96d6180cd25,Plátanitos,2,Aceite vegetal para freír,,,,,,Aceite vegetal para freír,,,,,
86af9a32-e16a-11ed-b406-a96d6180cd25,Plátanitos,3,Sal,,,,,,Sal,,,,,
86af9a33-e16a-11ed-8b48-a96d6180cd25,Arequipe Colombiano,1,96 oz de leche,96,96.0,,,,oz de leche,,,,,
86af9a33-e16a-11ed-8b48-a96d6180cd25,Arequipe Colombiano,2,1 ½ libras de azúcar,1 ½,1.5,,,libras,azúcar,,,,,
86af9a33-e16a-11ed-8b48-a96d6180cd25,Arequipe Colombiano,3,½ cucharadita de bicarbonato de soda,½,0.5,,,cucharadita,bicarbonato de soda,,,,,
86af9a33-e16a-11ed-8b48-a96d6180cd25,Arequipe Colombiano,4,½ de cucharadita de sal,½,0.5,,,,de cucharadita de sal,,,,,
86af9a33-e16a-11ed-8b48-a96d6180cd25,Arequipe Colombiano,5,1 astilla de canela,1,1.0,,,,astilla de canela,,,,,
86af9a34-e16a-11ed-a654-a96d6180cd25,Salsa de Ajo,1,1 taza de mayonesa,1,1.0,,,taza,mayonesa,,,,,
86af9a34-e16a-11ed-a654-a96d6180cd25,Salsa de Ajo,2,5 dientes de ajo,5,5.0,,,dientes,ajo,,,,,
86af9a34-e16a-11ed-a654-a96d6180cd25,Salsa de Ajo,3,¼ taza de cilantro fresco,¼,0.25,,,taza,cilantro fresco,,,,,
86af9a34-e16a-11ed-a654-a96d6180cd25,Salsa de Ajo,4,Sal al gusto,,,,,,Sal al gusto,,,,,
86af9a34-e16a-11ed-a654-a96d6180cd25,Salsa de Ajo,5,2 cucharadas de jugo de limón fresco,2,2.0,,,cucharadas,jugo de limón fresco,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,1,1 ½ tazas de harina de maíz precocida amarilla (Masarepa),1 ½,1.5,,,tazas,harina de maíz precocida amarilla (Masarepa),,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,2,2 tazas de agua,2,2.0,,,tazas,agua,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,3,1 cucharada de aceite vegetal,1,1.0,,,cucharada,aceite vegetal,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,4,½ cucharada de sazón con azafran,½,0.5,,,cucharada,sazón con azafran,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,5,½ cucharadita sal,½,0.5,,,cucharadita,sal,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,6,2 tazas de papas blancas peladas y partidas en cubos,2,2.0,,,tazas,papas blancas peladas y partidas en cubos,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,7,1 tableta de caldo pollo o vegetales,1,1.0,,,,tableta de caldo pollo o vegetales,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,8,1 cucharada de aceite de oliva,1,1.0,,,cucharada,aceite de oliva,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,9,¼ taza de cebolla blanca picada,¼,0.25,,,taza,cebolla blanca picada,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,10,1 taza de tomate picado,1,1.0,,,taza,tomate picado,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,11,½ cucharadita de sal,½,0.5,,,cucharadita,sal,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,12,¼ taza de cebolla larga picada,¼,0.25,,,taza,cebolla larga picada,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,13,1 diente de ajo picado,1,1.0,,,diente,ajo picado,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,14,2 cucharadas de cilantro fresco picado,2,2.0,,,cucharadas,cilantro fresco picado,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,15,2 cucharadas de pimenton rojo picado,2,2.0,,,cucharadas,pimenton rojo picado,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,16,½ libra de carne molida de cerdo y carne de res,½,0.5,,,libra,carne molida de cerdo y carne de res,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,17,¼ cucharadita pimienta negra,¼,0.25,,,cucharadita,pimienta negra,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,18,Aceite vegetal para freír,,,,,,Aceite vegetal para freír,,,,,
86af9a35-e16a-11ed-b288-a96d6180cd25,Empanadas Colombianas,19,Limón y ají para servir,,,,,,Limón y ají para servir,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,1,1 ½ libras de camarones grandes pelados y limpios,1 ½,1.5,,,libras,camarones grandes pelados y limpios,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,2,½ taza de jugo de limón dividido,½,0.5,,,taza,jugo de limón dividido,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,3,¼ taza de cebolla finamente picada,¼,0.25,,,taza,cebolla finamente picada,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,4,¼ taza de perejil fresco picado un poco más para adornar,¼,0.25,,,taza,perejil fresco picado un poco más para adornar,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,5,½ de cucharadita de sal,½,0.5,,,,de cucharadita de sal,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,6,Pimienta recién molida al gusto,,,,,,Pimienta recién molida al gusto,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,7,½ taza de mayonesa,½,0.5,,,taza,mayonesa,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,8,½ taza de salsa de tomate,½,0.5,,,taza,salsa de tomate,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,9,½ cucharadita de salsa picante opcional,½,0.5,,,cucharadita,salsa picante opcional,,,,,
86af9a36-e16a-11ed-9d6f-a96d6180cd25,Coctel de Camarones,10,Aceite de oliva para decorar,,,,,,Aceite de oliva para decorar,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,1,2 latas de atún de buena calidad,2,2.0,,,latas,atún de buena calidad,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,2,¼ taza de cebolla blanca rallada,¼,0.25,,,taza,cebolla blanca rallada,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,3,2 cucharadas de cebolla roja finamente picada,2,2.0,,,cucharadas,cebolla roja finamente picada,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,4,¼ taza de arvejas cocidas,¼,0.25,,,taza,arvejas cocidas,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,5,¼ taza de zanahorias cocinadas y cortadas en cubitos,¼,0.25,,,taza,zanahorias cocinadas y cortadas en cubitos,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,6,Medio tomate cortado en cubitos,,,,,,Medio tomate cortado en cubitos,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,7,¼ taza de salsa de tomate,¼,0.25,,,taza,salsa de tomate,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,8,¼ taza de mayonesa,¼,0.25,,,taza,mayonesa,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,9,½ cucharadita de salsa picante,½,0.5,,,cucharadita,salsa picante,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,10,2 cucharadas de perejil picado,2,2.0,,,cucharadas,perejil picado,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,11,2 cucharadas de cilantro picado,2,2.0,,,cucharadas,cilantro picado,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,12,6 aguacates maduros pero firmes,6,6.0,,,,aguacates maduros pero firmes,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,13,El jugo de 2 limones,,,,,,El jugo de 2 limones,,,,,
86af9a37-e16a-11ed-b454-a96d6180cd25,Aguacate Relleno de Atún,14,Sal y pimienta al gusto,,,,,,Sal y pimienta al gusto,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,1,1 paquete de hojas de hojaldre congelado descongeladas,1,1.0,,,paquete,hojas de hojaldre congelado descongeladas,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,2,2 cucharadas de mantequilla,2,2.0,,,cucharadas,mantequilla,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,3,½ taza de cebolla finamente picada,½,0.5,,,taza,cebolla finamente picada,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,4,½ taza de pimentón rojo finamente picado,½,0.5,,,taza,pimentón rojo finamente picado,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,5,3 dientes de ajo machacados,3,3.0,,,dientes,ajo machacados,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,6,1 zanahoria grande pelada y rallada,1,1.0,,,,zanahoria grande pelada y rallada,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,7,½ cucharadita de comino molido,½,0.5,,,cucharadita,comino molido,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,8,2 pechugas de pollo cocinado y desmenuzado,2,2.0,,,,pechugas de pollo cocinado y desmenuzado,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,9,½ taza de arvejas,½,0.5,,,taza,arvejas,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,10,¼ de taza de caldo de pollo,¼,0.25,,,,de taza de caldo de pollo,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,11,Sal y pimienta al gusto,,,,,,Sal y pimienta al gusto,,,,,
86af9a38-e16a-11ed-808c-a96d6180cd25,Pasteles de Pollo con Verduras,12,1 huevo batido con 1 cucharada de agua,1,1.0,,,,huevo batido con 1 cucharada de agua,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,1,4 plátanos muy maduros,4,4.0,,,,plátanos muy maduros,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,2,1 huevo,1,1.0,,,,huevo,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,3,2 cucharadas de mantequilla a temperatura ambiente,2,2.0,,,cucharadas,mantequilla a temperatura ambiente,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,4,3 cucharadas de harina para todo uso,3,3.0,,,cucharadas,harina para todo uso,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,5,½ cucharadita de extracto de vainilla,½,0.5,,,cucharadita,extracto de vainilla,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,6,1 cucharada de azúcar,1,1.0,,,cucharada,azúcar,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,7,1 taza de queso mozzarella rallado,1,1.0,,,taza,queso mozzarella rallado,,,,,
86af9a39-e16a-11ed-958e-a96d6180cd25,Empanadas de Plátano Maduro,8,Aceite en spray para cocinar,,,,,,Aceite en spray para cocinar,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,1,3 aguacates maduros,3,3.0,,,,aguacates maduros,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,2,24 camarones pelados y desvenados,24,24.0,,,,camarones pelados y desvenados,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,3,¼ de taza de cebolla finamente picada,¼,0.25,,,,de taza de cebolla finamente picada,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,4,Jugo de 2 limones,,,,,,Jugo de 2 limones,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,5,¾ taza de salsa rosada,¾,0.75,,,taza,salsa rosada,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,6,3 cucharadas de cilantro fresco y más para decorar,3,3.0,,,cucharadas,cilantro fresco y más para decorar,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,7,3 cucharadas de perejil fresco,3,3.0,,,cucharadas,perejil fresco,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,8,Sal y pimienta,,,,,,Sal y pimienta,,,,,
86af9a3a-e16a-11ed-98c1-a96d6180cd25,Aguacates Rellenos de Camarones,9,Lechuga para servir,,,,,,Lechuga para servir,,,,,
86af9a3b-e16a-11ed-a106-a96d6180cd25,Plátano Relleno de Carne Desmechada,1,6 plátanos maduros pelados enteros,6,6.0,,,,plátanos maduros pelados enteros,,,,,
86af9a3b-e16a-11ed-a106-a96d6180cd25,Plátano Relleno de Carne Desmechada,2,2 cucharadas de mantequilla derretida o aceite,2,2.0,,,cucharadas,mantequilla derretida o aceite,,,,,
86af9a3b-e16a-11ed-a106-a96d6180cd25,Plátano Relleno de Carne Desmechada,3,1 receta de carne desmechada o ropa vieja ver la receta aquí,1,1.0,,,,receta de carne desmechada o ropa vieja ver la receta aquí,,,,,
86af9a3b-e16a-11ed-a106-a96d6180cd25,Plátano Relleno de Carne Desmechada,4,1 taza de queso mozzarella rallado,1,1.0,,,taza,queso mozzarella rallado,,,,,
86af9a3b-e16a-11ed-a106-a96d6180cd25,Plátano Relleno de Carne Desmechada,5,Cilantro fresco picado,,,,,,Cilantro fresco picado,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,1,3 plátanos verdes pelados y cortados en cubitos,3,3.0,,,,plátanos verdes pelados y cortados en cubitos,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,2,½ taza de masarepa,½,0.5,,,taza,masarepa,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,3,4 cucharadas de agua,4,4.0,,,cucharadas,agua,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,4,5 cucharadas de mantequilla derretida,5,5.0,,,cucharadas,mantequilla derretida,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,5,½ taza de queso mozzarella rallado o queso blanco,½,0.5,,,taza,queso mozzarella rallado o queso blanco,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,6,Sal al gusto,,,,,,Sal al gusto,,,,,
86af9a3c-e16a-11ed-ae9d-a96d6180cd25,Arepas de Plátano Verde,7,Mantequilla o aceite en aerosol para cocinar las arepas,,,,,,Mantequilla o aceite en aerosol para cocinar las arepas,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,1,3 plátanos bien maduros pelados y cortados en cubitos,3,3.0,,,,plátanos bien maduros pelados y cortados en cubitos,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,2,1 berenjena grande peladas y en cubitos,1,1.0,,,,berenjena grande peladas y en cubitos,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,3,2 cucharadas de aceite de oliva,2,2.0,,,cucharadas,aceite de oliva,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,4,Saly pimienta recién molida,,,,,,Saly pimienta recién molida,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,5,3 cucharadas de queso mozzarella rallado,3,3.0,,,cucharadas,queso mozzarella rallado,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,6,1 taza de tomate picado,1,1.0,,,taza,tomate picado,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,7,2 dientes de ajo picados,2,2.0,,,dientes,ajo picados,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,8,3 tallos de cebolla verde picada,3,3.0,,,,tallos de cebolla verde picada,,,,,
86af9a3d-e16a-11ed-8dd4-a96d6180cd25,Boronía Colombiana,9,½ cucharada de aceite vegetal,½,0.5,,,cucharada,aceite vegetal,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,1,2 cucharadas de mantequilla,2,2.0,,,cucharadas,mantequilla,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,2,5 cucharadas de aceite de oliva,5,5.0,,,cucharadas,aceite de oliva,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,3,8 dientes de ajo finamente rebanados,8,8.0,,,dientes,ajo finamente rebanados,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,4,½ cucharadita de hojuelas de pimienta roja seca,½,0.5,,,cucharadita,hojuelas de pimienta roja seca,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,5,Sal y pimienta negra al gusto,,,,,,Sal y pimienta negra al gusto,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,6,2 cucharadas de perejil picado un poco más para adornar,2,2.0,,,cucharadas,perejil picado un poco más para adornar,,,,,
86af9a3e-e16a-11ed-9863-a96d6180cd25,Camarones al Ajillo,7,1 libra de camarones grandes pelados y limpios,1,1.0,,,libra,camarones grandes pelados y limpios,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,1,1 sobre de levadura,1,1.0,,,sobre,levadura,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,2,7 oz más 4 cucharadas de agua tibia,7,7.0,,,,oz más 4 cucharadas de agua tibia,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,3,4 tazas de harina para todo uso,4,4.0,,,tazas,harina para todo uso,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,4,1 cucharadita de sal,1,1.0,,,cucharadita,sal,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,5,6 cucharadas de azúcar,6,6.0,,,cucharadas,azúcar,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,6,½ taza de mantequilla sin sal derretida,½,0.5,,,taza,mantequilla sin sal derretida,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,7,2 huevos grandes a temperatura ambiente,2,2.0,,,,huevos grandes a temperatura ambiente,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,8,1 huevo batido para el glaseado,1,1.0,,,,huevo batido para el glaseado,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,9,2 cucharadas de mantequilla derretida para el glaseado,2,2.0,,,cucharadas,mantequilla derretida para el glaseado,,,,,
86af9a3f-e16a-11ed-a6f3-a96d6180cd25,Mogolla Chicharrona,10,2 tazas de pequeños trozos de chicharrón de cerdo,2,2.0,,,tazas,pequeños trozos de chicharrón de cerdo,,,,,
